'VmPeak','VmSize','VmHWM','VmRSS','VmPTE','Threads','MemFree','Buffers','Cached','Inactive','Dirty','Writeback','AnonPages','Mapped','Slab','PageTables','Committed_AS','NumOfAllocFH','proc-fd','avgThroughput','avgElapsed',Colonna 25,Principale1,Principale2,Principale3,Principale4,Cluster
172388,170340,32156,31912,200,24,4667816,99904,1117036,407624,893524,4667816,8159224,56,0,84208,23740,109096,7204,315884,1020,112,0.588849389725255,-0.234233182524704,-0.683464223226179,-0.815572188082014,9
172388,170340,32156,31912,200,12,4668052,100008,1117036,407632,893620,4668052,8159224,36,0,84208,23740,109028,7204,315280,510,113,0.549166032028893,-0.585340197784099,-1.84566546666928,-2.17691518162981,8
172388,170340,32156,31912,200,9,4667952,100104,1117036,407636,893716,4667952,8159224,44,0,84212,23740,108968,7208,317332,1020,114,0.637521406753741,-0.239747575553345,-1.42725562466684,-0.543969824097881,9
172388,170340,32156,31912,200,59,4667436,100200,1117036,407636,893804,4667436,8159224,32,0,84212,23740,108928,7208,312972,1020,115,0.494085134545919,-0.20205511217641,1.05016502396036,-1.45152701037255,12
172388,170340,32156,31912,200,43,4667680,100296,1117036,407632,893900,4667680,8159224,20,0,84208,23740,109172,7208,317104,1020,116,0.644615379711134,-0.0938556408829641,0.246077709962747,-1.17570213039873,12
172388,170340,32156,31912,200,38,4667596,100392,1117036,407640,893988,4667596,8159224,156,0,84216,23740,108956,7208,314724,1530,117,0.56734824463463,0.0491231547849225,0.583877325019119,0.518021039542133,10
172388,170340,32156,31912,200,28,4667180,100488,1117036,407632,894092,4667180,8159224,164,0,84208,23740,109088,7208,316884,1530,118,0.647054992320307,0.0974531780627004,0.0830384091287515,0.692762776453592,6
172388,170340,32156,31912,200,9,4667208,100584,1117036,407640,894192,4667208,8159224,36,0,84212,23740,108952,7208,316756,1530,119,0.635640266231604,0.00101153737770687,-0.850363518905826,1.04769563175262,5
172388,170340,32156,31928,200,9,4667456,100676,1117036,407656,894284,4667456,8159224,40,0,84228,23740,109008,7208,316676,1530,120,0.636883700133616,-0.00123158560341352,-0.850022676277733,1.04791716542794,5
172388,170340,32156,31928,200,60,4666924,100780,1117036,407656,894380,4666924,8159224,24,0,84228,23740,109132,7208,314420,1530,121,0.573439629732043,0.134342091204815,1.66782758566419,0.110394265182358,11
