r,b,swpd,free,buff,cache,si,so,bi,bo,in,cs,us,sy,id,wa,st,time
7,0,0,743316,52184,493664,0,0,0,0,9663,33510,48,48,1,4,0,0 2025-10-22
5,0,0,743016,52184,493692,0,0,0,0,9406,33182,48,48,1,3,0,0 2025-10-22
8,0,0,742544,52184,493676,0,0,0,0,9450,33131,50,46,1,3,0,0 2025-10-22
procs,-----------memory----------,---swap--,-----io----,-system--,-------cpu-------,-----timestamp-----,,,,,,,,,,, 
r,b,swpd,free,buff,cache,si,so,bi,bo,in,cs,us,sy,id,wa,st,gu CEST
8,2,0,743836,52184,493716,0,0,0,0,9520,32989,49,47,1,3,0,0 2025-10-22
6,0,0,743412,52184,493628,0,0,0,0,9417,33273,47,48,1,4,0,0 2025-10-22
7,0,0,742536,52184,493620,0,0,0,0,9447,33415,49,46,1,4,0,0 2025-10-22
3,3,0,742128,52184,493628,0,0,0,0,9242,33194,49,46,1,4,0,0 2025-10-22
3,3,0,742320,52184,493696,0,0,0,2,9397,33172,46,49,1,4,0,0 2025-10-22
7,0,0,744744,52184,493748,0,0,0,0,9326,33106,47,49,1,4,0,0 2025-10-22
9,0,0,743428,52184,493696,0,0,0,0,9477,33215,47,49,1,4,0,0 2025-10-22
7,0,0,748248,52184,493732,0,0,0,0,9267,33322,49,47,1,4,0,0 2025-10-22
5,2,0,744484,52184,493696,0,0,0,0,9422,33121,49,46,1,4,0,0 2025-10-22
10,0,0,745480,52184,493712,0,0,0,0,9476,32998,49,47,1,4,0,0 2025-10-22
7,0,0,744020,52184,493696,0,0,0,0,9455,33248,50,45,1,4,0,0 2025-10-22
6,1,0,743640,52184,493612,0,0,0,0,9400,33233,48,47,1,3,0,0 2025-10-22
7,0,0,742968,52184,493696,0,0,0,0,9389,33310,48,47,1,4,0,0 2025-10-22
7,0,0,743480,52184,493680,0,0,0,0,9287,33353,47,48,1,3,0,0 2025-10-22
6,0,0,742912,52184,493696,0,0,0,0,9280,33005,50,45,1,4,0,0 2025-10-22
8,0,0,746448,52184,493728,0,0,0,0,9501,33467,46,50,1,3,0,0 2025-10-22
5,0,0,745260,52184,493696,0,0,0,0,9367,33313,49,47,1,3,0,0 2025-10-22
5,1,0,747600,52184,493680,0,0,0,0,9289,33165,48,47,1,4,0,0 2025-10-22
6,0,0,745940,52184,493612,0,0,0,0,9343,33179,49,47,1,3,0,0 2025-10-22
5,0,0,746620,52192,493716,0,0,0,6,9295,33355,47,49,1,3,0,0 2025-10-22
9,0,0,746944,52192,493628,0,0,0,0,9446,33412,46,49,1,4,0,0 2025-10-22
procs,-----------memory----------,---swap--,-----io----,-system--,-------cpu-------,-----timestamp-----,,,,,,,,,,, 
r,b,swpd,free,buff,cache,si,so,bi,bo,in,cs,us,sy,id,wa,st,gu CEST
3,4,0,747652,52192,493636,0,0,0,0,9456,33448,47,48,1,4,0,0 2025-10-22
6,0,0,743508,52200,493672,0,0,0,8,9445,33302,47,49,1,4,0,0 2025-10-22
6,1,0,743212,52200,493724,0,0,0,0,9442,33226,49,46,1,4,0,0 2025-10-22
5,1,0,747360,52200,493696,0,0,0,0,9329,33200,48,47,1,4,0,0 2025-10-22
6,0,0,745596,52200,493680,0,0,0,0,9416,33435,47,49,1,4,0,0 2025-10-22
5,2,0,746584,52200,493612,0,0,0,0,9209,33176,49,47,1,3,0,0 2025-10-22
5,0,0,744380,52200,493640,0,0,0,0,9391,33354,49,47,1,3,0,0 2025-10-22
8,1,0,746160,52200,493628,0,0,0,0,9522,33523,49,47,1,3,0,0 2025-10-22
6,1,0,743668,52200,493696,0,0,0,0,9285,33266,48,47,1,4,0,0 2025-10-22
6,0,0,743632,52200,493764,0,0,0,0,9378,33131,49,46,1,3,0,0 2025-10-22
5,1,0,744220,52200,493636,0,0,0,0,9464,33119,48,48,1,3,0,0 2025-10-22
8,2,0,743468,52200,493704,0,0,0,0,9535,33194,49,46,1,4,0,0 2025-10-22
5,0,0,744516,52200,493628,0,0,0,0,9448,33194,47,49,1,4,0,0 2025-10-22
10,0,0,743036,52200,493696,0,0,0,2,9421,33344,50,46,1,3,0,0 2025-10-22
7,0,0,743260,52200,493672,0,0,0,0,9432,33038,48,46,1,4,0,0 2025-10-22
8,0,0,746604,52200,493696,0,0,0,0,9484,33243,45,50,1,4,0,0 2025-10-22
7,0,0,745476,52200,493648,0,0,0,0,9500,33131,48,47,1,3,0,0 2025-10-22
9,0,0,743796,52200,493712,0,0,0,0,9486,33380,50,45,1,4,0,0 2025-10-22
5,0,0,742904,52216,493680,0,0,0,38,9376,32881,48,48,1,4,0,0 2025-10-22
6,0,0,742812,52216,493700,0,0,0,0,9526,32944,50,45,1,3,0,0 2025-10-22
6,0,0,740132,52216,493704,0,0,0,0,9468,33283,49,47,1,3,0,0 2025-10-22
procs,-----------memory----------,---swap--,-----io----,-system--,-------cpu-------,-----timestamp-----,,,,,,,,,,, 
r,b,swpd,free,buff,cache,si,so,bi,bo,in,cs,us,sy,id,wa,st,gu CEST
7,0,0,741716,52224,493700,0,0,0,102,9515,33472,47,48,1,4,0,0 2025-10-22
5,0,0,741532,52224,493700,0,0,0,0,9361,33208,50,45,1,4,0,0 2025-10-22
7,0,0,741868,52232,493700,0,0,0,14,9491,33189,46,49,1,4,0,0 2025-10-22
5,0,0,744892,52232,493728,0,0,0,0,9491,33182,48,48,1,4,0,0 2025-10-22
7,0,0,744028,52232,493712,0,0,0,0,9573,33253,48,47,1,3,0,0 2025-10-22
8,0,0,741444,52240,493720,0,0,0,28,9444,33310,45,50,1,4,0,0 2025-10-22
8,0,0,742168,52240,493712,0,0,0,0,9396,33307,51,46,1,3,0,0 2025-10-22
6,1,0,745060,52240,493684,0,0,0,88,9372,33081,50,45,1,4,0,0 2025-10-22
5,0,0,743772,52240,493628,0,0,0,0,9426,33183,47,48,1,4,0,0 2025-10-22
6,0,0,742704,52240,493652,0,0,0,0,9501,33463,48,48,1,3,0,0 2025-10-22
8,0,0,744288,52240,493716,0,0,0,0,9531,33252,51,44,1,4,0,0 2025-10-22
6,1,0,742584,52240,493700,0,0,0,0,9336,33228,48,48,1,3,0,0 2025-10-22
5,1,0,744396,52240,493700,0,0,0,0,9454,33224,49,46,1,4,0,0 2025-10-22
7,0,0,744848,52240,493648,0,0,0,42,9426,33256,49,46,1,4,0,0 2025-10-22
5,0,0,742836,52240,493700,0,0,0,0,9487,33305,48,48,1,4,0,0 2025-10-22
4,3,0,743060,52240,493716,0,0,0,0,9308,33538,49,47,1,3,0,0 2025-10-22
7,0,0,742396,52240,493716,0,0,0,0,9409,33248,49,46,1,4,0,0 2025-10-22
5,0,0,742904,52240,493700,0,0,0,0,9480,33408,49,47,1,3,0,0 2025-10-22
6,0,0,742980,52240,493716,0,0,0,0,9423,33543,49,46,1,3,0,0 2025-10-22
7,1,0,742400,52248,493684,0,0,0,12,9593,33337,47,48,1,3,0,0 2025-10-22
6,0,0,743556,52248,493716,0,0,0,0,9501,33082,49,47,1,3,0,0 2025-10-22
procs,-----------memory----------,---swap--,-----io----,-system--,-------cpu-------,-----timestamp-----,,,,,,,,,,, 
r,b,swpd,free,buff,cache,si,so,bi,bo,in,cs,us,sy,id,wa,st,gu CEST
10,0,0,741456,52248,493732,0,0,0,0,9409,33354,47,49,1,3,0,0 2025-10-22
2,3,0,741116,52248,493716,0,0,0,0,9547,33231,49,46,1,4,0,0 2025-10-22
5,0,0,742424,52248,493664,0,0,0,0,9514,33465,50,46,1,3,0,0 2025-10-22
6,0,0,743072,52248,493716,0,0,0,0,9506,33196,46,49,1,4,0,0 2025-10-22
4,0,0,743332,52248,493668,0,0,0,0,9471,33241,49,46,1,4,0,0 2025-10-22
2,3,0,742756,52248,493716,0,0,0,0,9485,33403,50,45,1,4,0,0 2025-10-22
6,0,0,741892,52248,493700,0,0,0,0,9529,33331,47,49,1,3,0,0 2025-10-22
5,1,0,742908,52248,493700,0,0,0,0,9562,33428,46,50,1,3,0,0 2025-10-22
8,1,0,740736,52248,493732,0,0,0,0,9365,33168,48,48,1,3,0,0 2025-10-22
7,1,0,744628,52248,493716,0,0,0,0,9479,33381,46,49,1,4,0,0 2025-10-22
5,0,0,741100,52248,493628,0,0,0,0,9603,33574,46,50,1,3,0,0 2025-10-22
8,0,0,739952,52248,493716,0,0,0,0,9474,33278,49,47,1,4,0,0 2025-10-22
12,0,0,739596,52248,493748,0,0,0,0,9520,33073,49,46,1,4,0,0 2025-10-22
5,1,0,738812,52248,493700,0,0,0,4,9487,33424,45,51,1,4,0,0 2025-10-22
9,0,0,741332,52248,493744,0,0,0,0,9579,33183,48,47,1,4,0,0 2025-10-22
5,1,0,741156,52248,493648,0,0,0,0,9433,33238,47,48,1,4,0,0 2025-10-22
8,0,0,742008,52256,493760,0,0,0,6,9496,33098,51,45,1,3,0,0 2025-10-22
6,0,0,740652,52256,493716,0,0,0,0,9436,33373,50,46,1,4,0,0 2025-10-22
4,2,0,741640,52256,493732,0,0,0,0,9450,33306,48,47,1,3,0,0 2025-10-22
7,0,0,740968,52256,493632,0,0,0,0,9636,33428,49,47,1,3,0,0 2025-10-22
5,1,0,741048,52256,493736,0,0,0,0,9423,33217,49,46,1,4,0,0 2025-10-22
procs,-----------memory----------,---swap--,-----io----,-system--,-------cpu-------,-----timestamp-----,,,,,,,,,,, 
r,b,swpd,free,buff,cache,si,so,bi,bo,in,cs,us,sy,id,wa,st,gu CEST
7,2,0,740596,52256,493716,0,0,0,0,9546,33609,49,46,1,4,0,0 2025-10-22
5,2,0,737612,52256,493712,0,0,0,0,9415,33353,47,49,1,3,0,0 2025-10-22
6,0,0,739836,52256,493684,0,0,0,0,9487,33255,47,47,1,4,0,0 2025-10-22
7,0,0,741320,52256,493688,0,0,0,0,9537,33363,49,47,1,3,0,0 2025-10-22
10,1,0,742764,52256,493716,0,0,0,0,9464,33257,48,47,1,4,0,0 2025-10-22
8,0,0,740624,52256,493700,0,0,0,0,9608,33355,48,47,1,4,0,0 2025-10-22
5,0,0,744576,52256,493632,0,0,0,0,9391,33203,49,46,1,3,0,0 2025-10-22
6,0,0,743628,52256,493768,0,0,0,0,9397,33358,48,48,1,3,0,0 2025-10-22
9,1,0,742884,52256,493716,0,0,0,0,9564,33130,48,48,1,4,0,0 2025-10-22
7,0,0,742584,52256,493748,0,0,0,0,9513,33040,46,49,1,4,0,0 2025-10-22
6,0,0,742848,52256,493716,0,0,0,0,9487,33230,48,48,1,4,0,0 2025-10-22
5,0,0,742892,52256,493736,0,0,0,2,9527,33234,49,47,1,4,0,0 2025-10-22
10,0,0,743824,52256,493716,0,0,0,0,9361,33223,49,47,1,4,0,0 2025-10-22
5,0,0,745060,52256,493668,0,0,0,0,9506,33351,49,47,1,3,0,0 2025-10-22
9,0,0,744868,52256,493716,0,0,0,0,9584,33187,48,47,1,4,0,0 2025-10-22
3,2,0,743120,52256,493736,0,0,0,0,9592,33324,49,46,1,4,0,0 2025-10-22
6,0,0,742448,52256,493632,0,0,0,0,9311,33226,46,49,1,4,0,0 2025-10-22
5,0,0,742160,52256,493732,0,0,0,0,9395,33368,47,48,1,4,0,0 2025-10-22
12,0,0,742788,52256,493724,0,0,0,0,9355,33182,48,47,1,4,0,0 2025-10-22
7,2,0,742044,52256,493736,0,0,0,0,9501,33219,48,47,1,3,0,0 2025-10-22
6,1,0,741976,52256,493632,0,0,0,0,9427,33397,46,49,1,4,0,0 2025-10-22
procs,-----------memory----------,---swap--,-----io----,-system--,-------cpu-------,-----timestamp-----,,,,,,,,,,, 
r,b,swpd,free,buff,cache,si,so,bi,bo,in,cs,us,sy,id,wa,st,gu CEST
8,0,0,742240,52256,493664,0,0,0,0,9395,33252,48,48,1,3,0,0 2025-10-22
5,1,0,741744,52256,493636,0,0,0,0,9578,33426,47,48,1,4,0,0 2025-10-22
7,0,0,742096,52256,493736,0,0,0,0,9410,33273,51,44,1,4,0,0 2025-10-22
10,1,0,744848,52256,493704,0,0,0,0,9512,33301,48,48,1,3,0,0 2025-10-22
3,0,0,745172,52256,493772,0,0,0,0,9287,33168,48,47,1,3,0,0 2025-10-22
3,0,0,743576,52264,493720,0,0,0,6,9292,33165,49,47,1,4,0,0 2025-10-22
6,0,0,743820,52264,493704,0,0,0,0,9399,33162,46,50,1,3,0,0 2025-10-22
6,0,0,743804,52264,493720,0,0,0,0,9406,33281,48,47,1,4,0,0 2025-10-22
5,1,0,743708,52264,493688,0,0,0,0,9449,33288,50,45,1,4,0,0 2025-10-22
8,0,0,743620,52264,493720,0,0,0,0,9422,33219,50,45,1,4,0,0 2025-10-22
7,0,0,743620,52264,493692,0,0,0,0,9506,33285,48,48,1,4,0,0 2025-10-22
5,0,0,742052,52264,493720,0,0,0,0,9481,33034,46,49,1,4,0,0 2025-10-22
5,3,0,742824,52264,493720,0,0,0,0,9325,33215,49,47,1,3,0,0 2025-10-22
5,1,0,742908,52264,493720,0,0,0,0,9548,33421,50,46,1,4,0,0 2025-10-22
9,0,0,741032,52264,493688,0,0,0,0,9426,33250,45,50,1,4,0,0 2025-10-22
7,0,0,743804,52264,493720,0,0,0,0,9525,33462,50,46,1,3,0,0 2025-10-22
7,0,0,743216,52264,493724,0,0,0,0,9584,33268,47,49,1,3,0,0 2025-10-22
5,0,0,741104,52264,493728,0,0,0,0,9652,33424,49,46,1,4,0,0 2025-10-22
9,0,0,744816,52264,493700,0,0,0,0,9515,33251,47,48,1,4,0,0 2025-10-22
7,1,0,743184,52264,493668,0,0,0,0,9480,33435,45,51,1,4,0,0 2025-10-22
2,3,0,741804,52264,493636,0,0,0,2,9290,33235,47,49,1,3,0,0 2025-10-22
procs,-----------memory----------,---swap--,-----io----,-system--,-------cpu-------,-----timestamp-----,,,,,,,,,,, 
r,b,swpd,free,buff,cache,si,so,bi,bo,in,cs,us,sy,id,wa,st,gu CEST
9,1,0,742612,52264,493720,0,0,0,0,9434,33152,47,48,1,3,0,0 2025-10-22
10,0,0,742444,52264,493748,0,0,0,0,9384,33319,48,48,1,3,0,0 2025-10-22
7,0,0,742820,52264,493636,0,0,0,0,9361,33273,48,47,1,4,0,0 2025-10-22
6,0,0,742140,52264,493728,0,0,0,0,9540,33426,47,48,1,4,0,0 2025-10-22
3,1,0,744236,52264,493720,0,0,0,0,9512,33321,48,47,1,4,0,0 2025-10-22
7,0,0,742076,52264,493708,0,0,0,0,9416,33183,48,48,1,3,0,0 2025-10-22
7,0,0,745356,52264,493636,0,0,0,0,9422,33102,47,48,1,4,0,0 2025-10-22
7,0,0,742724,52264,493696,0,0,0,0,9578,33309,48,48,1,4,0,0 2025-10-22
6,0,0,742772,52264,493720,0,0,0,0,9460,33276,46,49,1,4,0,0 2025-10-22
5,1,0,742084,52264,493756,0,0,0,0,9438,33320,48,48,1,3,0,0 2025-10-22
7,1,0,744464,52264,493720,0,0,0,0,9504,33358,48,48,1,3,0,0 2025-10-22
5,0,0,742256,52264,493672,0,0,0,0,9406,33155,50,46,1,4,0,0 2025-10-22
7,0,0,742816,52264,493720,0,0,0,0,9525,33422,47,48,1,4,0,0 2025-10-22
5,0,0,743312,52264,493704,0,0,0,0,9498,33386,49,46,1,4,0,0 2025-10-22
8,0,0,742668,52272,493636,0,0,0,6,9550,33183,48,47,1,4,0,0 2025-10-22
5,0,0,742924,52272,493684,0,0,0,0,9552,33423,50,46,1,3,0,0 2025-10-22
4,0,0,744400,52272,493720,0,0,0,0,9369,33056,48,47,1,4,0,0 2025-10-22
9,1,0,743720,52272,493736,0,0,0,0,9365,33279,48,48,1,3,0,0 2025-10-22
5,1,0,743648,52272,493636,0,0,0,0,9308,33087,46,49,1,4,0,0 2025-10-22
5,1,0,744412,52272,493740,0,0,0,0,9412,33266,50,46,1,4,0,0 2025-10-22
6,0,0,743452,52272,493720,0,0,0,0,9349,33362,51,45,1,3,0,0 2025-10-22
procs,-----------memory----------,---swap--,-----io----,-system--,-------cpu-------,-----timestamp-----,,,,,,,,,,, 
r,b,swpd,free,buff,cache,si,so,bi,bo,in,cs,us,sy,id,wa,st,gu CEST
8,0,0,742248,52272,493704,0,0,0,0,9321,33078,52,44,1,4,0,0 2025-10-22
6,0,0,742264,52272,493636,0,0,0,0,9459,33240,51,45,1,4,0,0 2025-10-22
6,2,0,742032,52272,493704,0,0,0,0,9476,33269,46,50,1,3,0,0 2025-10-22
8,0,0,743040,52272,493788,0,0,0,0,9505,33172,45,49,1,4,0,0 2025-10-22
4,3,0,743772,52272,493716,0,0,0,0,9428,33185,48,48,1,4,0,0 2025-10-22
8,0,0,743408,52272,493720,0,0,0,0,9527,32935,47,49,1,4,0,0 2025-10-22
2,0,0,751736,52272,493776,0,0,0,0,9556,33235,48,48,1,4,0,0 2025-10-22
6,1,0,748228,52272,493692,0,0,0,0,9427,33336,49,47,1,3,0,0 2025-10-22
10,0,0,744216,52272,493672,0,0,0,2,9426,33137,47,48,1,3,0,0 2025-10-22
6,0,0,744200,52272,493724,0,0,0,0,9254,33063,49,47,1,4,0,0 2025-10-22
7,3,0,746668,52272,493704,0,0,0,0,9425,33240,50,46,1,3,0,0 2025-10-22
6,0,0,746408,52272,493724,0,0,0,0,9351,33116,50,45,1,4,0,0 2025-10-22
2,0,0,743952,52272,493744,0,0,0,0,9357,33219,49,46,1,4,0,0 2025-10-22
7,0,0,744232,52272,493640,0,0,0,0,9339,33267,48,47,1,4,0,0 2025-10-22
6,1,0,744064,52272,493760,0,0,0,0,9476,33267,50,46,1,4,0,0 2025-10-22
6,1,0,742756,52272,493756,0,0,0,0,9611,33425,51,45,1,4,0,0 2025-10-22
6,0,0,742256,52272,493708,0,0,0,0,9531,33547,50,46,1,3,0,0 2025-10-22
6,0,0,746964,52272,493724,0,0,0,0,9477,33347,47,48,1,4,0,0 2025-10-22
6,1,0,746052,52272,493788,0,0,0,0,9362,33251,49,47,1,4,0,0 2025-10-22
5,0,0,744208,52272,493724,0,0,0,0,9283,33199,50,45,1,4,0,0 2025-10-22
6,0,0,743716,52272,493708,0,0,0,0,9376,33434,45,51,1,3,0,0 2025-10-22
procs,-----------memory----------,---swap--,-----io----,-system--,-------cpu-------,-----timestamp-----,,,,,,,,,,, 
r,b,swpd,free,buff,cache,si,so,bi,bo,in,cs,us,sy,id,wa,st,gu CEST
6,1,0,744428,52272,493732,0,0,0,0,9421,33552,45,51,1,4,0,0 2025-10-22
8,0,0,746564,52272,493760,0,0,0,0,9635,33326,50,45,1,4,0,0 2025-10-22
4,2,0,746724,52280,493740,0,0,0,6,9552,33347,49,46,1,4,0,0 2025-10-22
9,0,0,746816,52280,493748,0,0,0,0,9532,33332,51,45,1,3,0,0 2025-10-22
3,3,0,744444,52280,493648,0,0,0,2,9533,33463,48,47,1,4,0,0 2025-10-22
3,3,0,744340,52280,493696,0,0,0,0,9462,33286,48,47,1,4,0,0 2025-10-22
6,0,0,746960,52280,493732,0,0,0,0,9480,33329,48,48,1,3,0,0 2025-10-22
8,0,0,744020,52280,493744,0,0,0,0,9216,33233,46,49,1,4,0,0 2025-10-22
7,0,0,743908,52280,493732,0,0,0,0,9257,33018,48,47,1,4,0,0 2025-10-22
6,0,0,742808,52280,493768,0,0,0,0,9317,33352,48,48,1,4,0,0 2025-10-22
10,0,0,746588,52280,493732,0,0,0,0,9475,33558,50,46,1,4,0,0 2025-10-22
4,3,0,743564,52280,493768,0,0,0,0,9525,33155,48,48,1,3,0,0 2025-10-22
11,0,0,746144,52280,493732,0,0,0,0,9476,33090,46,50,1,3,0,0 2025-10-22
1,2,0,746552,52280,493700,0,0,0,0,9496,33099,51,45,1,3,0,0 2025-10-22
7,0,0,746700,52280,493732,0,0,0,0,9420,33222,47,48,1,4,0,0 2025-10-22
2,4,0,746852,52280,493748,0,0,0,0,9517,33353,51,45,1,4,0,0 2025-10-22
8,0,0,746188,52280,493732,0,0,0,0,9235,33322,47,48,1,3,0,0 2025-10-22
6,0,0,746592,52280,493704,0,0,0,2,9386,33281,47,48,1,4,0,0 2025-10-22
6,0,0,746052,52280,493732,0,0,0,0,9373,33085,46,49,1,4,0,0 2025-10-22
8,0,0,743844,52280,493752,0,0,0,0,9315,33066,51,45,1,4,0,0 2025-10-22
6,0,0,745896,52280,493648,0,0,0,0,9536,33489,48,47,1,4,0,0 2025-10-22
procs,-----------memory----------,---swap--,-----io----,-system--,-------cpu-------,-----timestamp-----,,,,,,,,,,, 
r,b,swpd,free,buff,cache,si,so,bi,bo,in,cs,us,sy,id,wa,st,gu CEST
7,0,0,744208,52280,493700,0,0,0,0,9321,33231,48,47,1,3,0,0 2025-10-22
5,1,0,748248,52280,493732,0,0,0,0,9262,33152,49,47,1,4,0,0 2025-10-22
4,1,0,745544,52280,493708,0,0,0,0,9418,33236,48,48,1,3,0,0 2025-10-22
8,1,0,746956,52280,493648,0,0,0,0,9538,33203,49,46,1,4,0,0 2025-10-22
7,0,0,745528,52280,493716,0,0,0,0,9435,33288,46,50,1,3,0,0 2025-10-22
4,2,0,746076,52280,493748,0,0,0,0,9384,32957,47,49,1,4,0,0 2025-10-22
5,1,0,747672,52280,493656,0,0,0,0,9505,33314,50,46,1,4,0,0 2025-10-22
5,1,0,749380,52280,493740,0,0,0,0,9367,33252,50,46,1,4,0,0 2025-10-22
1,2,0,749476,52280,493708,0,0,0,0,9538,33152,51,45,1,4,0,0 2025-10-22
4,1,0,748628,52280,493640,0,0,0,0,9455,33345,48,47,1,4,0,0 2025-10-22
9,1,0,747516,52280,493644,0,0,0,0,9441,33527,47,49,1,3,0,0 2025-10-22
13,0,0,748784,52288,493716,0,0,0,6,9396,33346,49,47,1,4,0,0 2025-10-22
6,0,0,747872,52288,493748,0,0,0,0,9501,33440,52,43,1,4,0,0 2025-10-22
5,3,0,748352,52288,493716,0,0,0,0,9354,32915,50,46,1,3,0,0 2025-10-22
6,0,0,745084,52288,493752,0,0,0,0,9484,33193,48,47,1,4,0,0 2025-10-22
6,0,0,749216,52288,493716,0,0,0,0,9510,33359,49,46,1,3,0,0 2025-10-22
5,0,0,748460,52288,493716,0,0,0,0,9361,33323,48,48,1,3,0,0 2025-10-22
7,2,0,745452,52288,493716,0,0,0,0,9453,33186,48,48,1,4,0,0 2025-10-22
6,0,0,745760,52288,493712,0,0,0,0,9413,33219,49,47,1,4,0,0 2025-10-22
7,0,0,745004,52288,493716,0,0,0,0,9360,33304,48,48,1,3,0,0 2025-10-22
5,0,0,744748,52288,493696,0,0,0,0,9334,33410,48,47,1,3,0,0 2025-10-22
procs,-----------memory----------,---swap--,-----io----,-system--,-------cpu-------,-----timestamp-----,,,,,,,,,,, 
r,b,swpd,free,buff,cache,si,so,bi,bo,in,cs,us,sy,id,wa,st,gu CEST
10,0,0,745216,52288,493720,0,0,0,0,9373,33294,43,53,1,4,0,0 2025-10-22
6,0,0,746312,52296,493704,0,0,0,16,9356,33262,49,46,1,3,0,0 2025-10-22
3,0,0,745724,52296,493704,0,0,0,0,9330,33206,47,49,1,4,0,0 2025-10-22
8,0,0,747380,52296,493676,0,0,0,0,9604,33236,47,49,1,4,0,0 2025-10-22
6,1,0,745488,52304,493636,0,0,0,14,9497,33310,47,49,1,3,0,0 2025-10-22
4,3,0,744984,52304,493740,0,0,0,0,9382,33090,50,46,1,4,0,0 2025-10-22
6,0,0,745184,52304,493728,0,0,0,12,9386,33361,49,47,1,3,0,0 2025-10-22
11,0,0,743448,52304,493668,0,0,0,0,9546,33365,49,47,1,4,0,0 2025-10-22
2,4,0,744952,52304,493720,0,0,0,0,9573,33476,46,49,1,4,0,0 2025-10-22
5,0,0,742780,52304,493720,0,0,0,0,9453,33129,47,49,1,3,0,0 2025-10-22
4,2,0,745560,52304,493720,0,0,0,0,9571,33328,46,50,1,4,0,0 2025-10-22
6,0,0,749088,52304,493704,0,0,0,0,9609,33383,49,47,1,4,0,0 2025-10-22
7,0,0,745568,52304,493688,0,0,0,0,9409,33392,49,47,1,3,0,0 2025-10-22
9,0,0,747664,52304,493652,0,0,0,0,9320,33286,49,46,1,4,0,0 2025-10-22
5,2,0,749340,52304,493636,0,0,0,0,9228,33013,49,47,1,4,0,0 2025-10-22
12,0,0,748284,52304,493672,0,0,0,0,9424,33067,49,47,1,4,0,0 2025-10-22
6,0,0,749804,52304,493704,0,0,0,66,9525,33205,47,48,1,3,0,0 2025-10-22
4,1,0,748648,52304,493716,0,0,0,0,9494,33284,48,48,1,4,0,0 2025-10-22
8,0,0,746188,52304,493720,0,0,0,0,9526,33262,48,47,1,3,0,0 2025-10-22
7,0,0,745220,52304,493688,0,0,0,0,9548,33208,47,48,1,4,0,0 2025-10-22
9,1,0,746832,52304,493664,0,0,0,0,9382,32991,46,49,1,3,0,0 2025-10-22
procs,-----------memory----------,---swap--,-----io----,-system--,-------cpu-------,-----timestamp-----,,,,,,,,,,, 
r,b,swpd,free,buff,cache,si,so,bi,bo,in,cs,us,sy,id,wa,st,gu CEST
9,0,0,749016,52312,493740,0,0,0,6,8945,31039,46,46,2,6,0,0 2025-10-22
5,0,0,749280,52312,493720,0,0,0,0,9113,31151,43,50,2,5,0,0 2025-10-22
9,0,0,751732,52312,493656,0,0,0,0,9135,31383,47,46,3,5,0,0 2025-10-22
7,0,0,749436,52312,493636,0,0,0,0,9141,30884,44,47,3,5,0,0 2025-10-22
10,0,0,750244,52312,493736,0,0,0,0,8985,30835,47,45,3,5,0,0 2025-10-22
5,0,0,750344,52312,493720,0,0,0,0,9293,30840,44,47,3,5,0,0 2025-10-22
9,0,0,749844,52312,493672,0,0,0,0,9050,31112,45,47,3,5,0,0 2025-10-22
3,3,0,750216,52312,493636,0,0,0,0,9209,31226,45,47,3,5,0,0 2025-10-22
6,0,0,750356,52312,493672,0,0,0,0,8979,30540,48,44,3,5,0,0 2025-10-22
7,0,0,749264,52312,493720,0,0,0,0,9095,31210,45,47,3,5,0,0 2025-10-22
6,1,0,749344,52312,493700,0,0,0,0,9197,30842,44,47,3,6,0,0 2025-10-22
6,0,0,750028,52312,493720,0,0,0,0,9070,31086,51,42,2,5,0,0 2025-10-22
6,0,0,750504,52312,493720,0,0,0,0,9243,30920,49,43,3,5,0,0 2025-10-22
5,0,0,749636,52312,493720,0,0,0,0,9245,30837,42,49,3,5,0,0 2025-10-22
8,0,0,751376,52312,493656,0,0,0,0,9261,31203,47,44,3,5,0,0 2025-10-22
6,0,0,750284,52312,493708,0,0,0,2,9205,31063,44,48,3,5,0,0 2025-10-22
5,0,0,750352,52312,493736,0,0,0,0,9202,30742,45,47,3,6,0,0 2025-10-22
1,5,0,749836,52312,493720,0,0,0,0,9166,31254,49,44,3,6,0,0 2025-10-22
6,1,0,749924,52312,493744,0,0,0,0,9012,30841,46,46,3,5,0,0 2025-10-22
8,0,0,749696,52312,493720,0,0,0,0,9085,30878,45,47,3,5,0,0 2025-10-22
6,1,0,750556,52312,493732,0,0,0,0,9179,31037,45,47,3,5,0,0 2025-10-22
procs,-----------memory----------,---swap--,-----io----,-system--,-------cpu-------,-----timestamp-----,,,,,,,,,,, 
r,b,swpd,free,buff,cache,si,so,bi,bo,in,cs,us,sy,id,wa,st,gu CEST
8,0,0,750244,52312,493720,0,0,0,0,9129,31250,46,46,3,5,0,0 2025-10-22
7,1,0,751100,52312,493704,0,0,0,0,9186,31408,45,48,3,5,0,0 2025-10-22
5,0,0,750012,52312,493636,0,0,0,0,9045,31067,47,46,2,5,0,0 2025-10-22
5,2,0,749508,52312,493676,0,0,0,0,8993,31127,48,44,3,5,0,0 2025-10-22
6,0,0,750168,52312,493720,0,0,0,0,9235,30986,47,45,3,5,0,0 2025-10-22
5,1,0,750084,52312,493640,0,0,0,0,9097,30710,47,45,3,5,0,0 2025-10-22
6,0,0,748980,52312,493720,0,0,0,0,9265,30875,46,46,3,5,0,0 2025-10-22
