PCA,Cluster,deviance_retained,deviance_lost,intra_cluster_total,total_dev_lost,error
0,33,1.000000,0.000000,834.913324,0.035680,
0,20,1.000000,0.000000,1241.783438,0.053068,
0,13,1.000000,0.000000,1767.754222,0.075545,
0,8,1.000000,0.000000,2521.823850,0.107770,
