r,b,free,buff,cache,bi,bo,in,cs,us,sy,id,wa,Principale1,Principale2,Principale3,Principale4,Principale5,Principale6,Principale7,Principale8,Cluster
0,0,505752,44160,1062964,0,0,707,286,0,1,99,0,"-0,270038757","-1,526678279","-0,245950029","-0,458286455","0,3582374496","-0,535637666","-0,026652573","-0,823871461",1
0,0,505564,44160,1062968,0,0,665,274,0,1,99,0,"-0,303820103","-1,495736589","-0,215927143","-0,441741041","0,3586081152","-0,537285735","-0,023791003","-0,871845732",1
0,0,505964,44160,1062968,0,0,685,277,0,1,99,0,"-0,30837311","-1,534276458","-0,230648027","-0,444961208","0,3561061621","-0,536263884","-0,022183547","-0,857997264",1
1,0,505088,44160,1062972,0,8,525,250,0,0,99,0,"-0,958152269","-1,594303284","0,7935725914","-0,70281382","-0,333318211","2,3347228888","0,4337975948","-0,04755263",10
0,0,505156,44168,1062972,0,24,621,277,0,0,99,0,"-0,896409926","-1,559330263","-0,044077114","0,5723432779","-0,441647875","-0,026122468","-0,02110054","0,2370587463",7
0,0,504528,44168,1062976,0,0,611,283,0,1,99,0,"-0,253455621","-1,397931754","-0,197415397","-0,421609434","0,3449732722","-0,524539968","-0,042431267","-0,90377259",1
0,0,503208,44168,1062956,0,0,1127,615,0,1,99,0,"0,7469618626","-1,609902774","-0,750226496","-0,606382274","0,2083617262","-0,385889876","-0,236574374","-0,152585903",1
0,0,504904,44168,1062960,0,220,955,370,0,1,99,0,"0,9703311345","-2,14796552","0,0735427612","3,221254474","0,7425094411","-0,603385338","4,5394724203","0,6741557339",9
0,0,505752,44168,1062960,0,0,788,330,0,1,99,0,"-0,139369296","-1,561722401","-0,324785813","-0,484780438","0,3399738729","-0,51711461","-0,050523722","-0,714042206",1
0,0,505348,44180,1062964,0,80,804,281,0,1,99,0,"0,1116939801","-1,698437434","-0,08579902","0,8620342559","0,5350856848","-0,587197534","1,6623730995","-0,281346024",8
0,0,505628,44180,1062964,0,0,597,278,0,0,100,0,"-1,896877751","-1,348165522","0,0269995734","0,2187388143","-0,583602206","0,0331301169","-0,574294217","0,5877653311",7
0,0,504076,44180,1062972,0,0,1044,459,0,1,98,0,"1,2012616511","-1,70709672","-0,665106561","-0,642852512","0,4047885078","-0,520928313","-0,073704177","-0,843949641",1
0,0,504604,44180,1062972,0,0,805,293,0,1,99,0,"-0,159514719","-1,425109106","-0,269549644","-0,530932374","0,400843915","-0,556435552","-0,021456137","-0,677985459",1
0,0,504808,44180,1062976,0,0,727,284,0,1,99,0,"-0,218471292","-1,424129271","-0,236981513","-0,483382721","0,378560262","-0,544779472","-0,025570041","-0,776483421",1
0,0,504048,44188,1062976,0,112,682,289,0,1,99,0,"0,2802400083","-1,655693245","0,0291055753","1,4720034726","0,5559791606","-0,573102914","2,3024457095","-0,216636206",8
0,0,506100,44188,1062980,0,0,686,269,0,1,99,0,"-0,326528423","-1,505367656","-0,221171897","-0,438211092","0,356066976","-0,536109593","-0,016968257","-0,862341869",1
0,0,506444,44188,1062984,0,0,704,345,0,1,99,0,"-0,165243755","-1,593154724","-0,324882422","-0,406627634","0,2777914527","-0,477314725","-0,075134753","-0,822453986",1
0,0,506040,44188,1062984,0,0,638,271,0,1,99,0,"-0,337142213","-1,494748181","-0,208187702","-0,408902536","0,3375765253","-0,524383777","-0,026085792","-0,915383659",1
0,0,506172,44188,1062988,0,0,577,272,0,0,99,0,"-1,067641302","-1,543350156","-0,08897928","0,2073896529","-0,514186315","-0,000386379","-0,524248908","0,0325610542",7
0,0,505708,44196,1062980,0,16,610,241,0,1,99,0,"-0,331152319","-1,475247299","-0,12248478","-0,133116558","0,3892111697","-0,548328059","0,3271714796","-0,865636933",1
0,0,505036,44196,1062992,0,0,614,271,0,0,100,0,"-1,874684714","-1,27444917","0,0386046105","0,1987857166","-0,564139491","0,0226760829","-0,568503416","0,6207548765",7
0,0,504764,44196,1062992,0,0,771,319,0,1,99,0,"-0,117834463","-1,432399753","-0,292320034","-0,489659391","0,355071902","-0,523844579","-0,048418012","-0,711115105",1
0,0,505948,44196,1062996,0,0,735,289,0,1,99,0,"-0,254214805","-1,503677125","-0,258604923","-0,459141128","0,3536226028","-0,530564842","-0,026624546","-0,794193327",1
3,0,506208,44196,1062996,0,0,665,246,0,1,99,0,"-0,089223764","-1,809597799","2,242762629","-3,553980203","0,7854888452","6,5260378178","2,3435892664","-1,140988701",11
0,0,505588,44204,1063000,0,16,711,296,0,1,99,0,"-0,16219402","-1,509409152","-0,219532618","-0,168726209","0,3686372634","-0,526295525","0,2970976533","-0,725436347",1
0,0,505180,44204,1063000,0,0,584,240,0,0,100,0,"-1,960540832","-1,248904107","0,0848443194","0,2077465222","-0,547002002","0,0075141322","-0,548054218","0,5713359051",7
0,0,505900,44204,1063004,0,0,1007,365,0,1,99,0,"0,0223948833","-1,584640823","-0,434963076","-0,588513481","0,371993971","-0,529131515","-0,047426017","-0,451005258",1
0,0,506392,44204,1063012,0,0,692,265,0,1,99,0,"-0,343168159","-1,506003796","-0,220676263","-0,433075864","0,3537664647","-0,534986814","-0,013120017","-0,863712526",1
0,0,506544,44204,1063012,0,0,760,294,0,1,99,0,"-0,259706366","-1,549989742","-0,279248695","-0,458170857","0,3457045215","-0,525876546","-0,025914462","-0,778541226",1
0,0,505832,44204,1063016,0,0,644,254,0,1,99,0,"-0,359482331","-1,443830503","-0,185513861","-0,419473921","0,3570843359","-0,537364863","-0,012906725","-0,908640458",1
0,0,505860,44212,1063016,0,88,773,331,0,1,99,1,"3,6940353084","-3,831977305","13,228631366","0,8670176178","-0,465598731","-4,378125282","-2,491254918","2,130752513",13
0,0,505448,44212,1063020,0,0,866,316,0,1,99,0,"-0,117345372","-1,479470277","-0,325138352","-0,531242294","0,3774929416","-0,538574323","-0,030801413","-0,619624196",1
0,0,505476,44212,1063020,0,0,721,277,0,1,99,0,"-0,260582999","-1,432203804","-0,232785113","-0,460183344","0,3650875561","-0,537245783","-0,021210293","-0,801916246",1
0,0,505868,44212,1063020,0,0,732,287,0,1,99,0,"-0,25242033","-1,474032037","-0,253307733","-0,454713021","0,3521741451","-0,528764817","-0,026687572","-0,79566312",1
0,0,505488,44212,1063024,0,4,613,275,0,0,100,0,"-1,866823487","-1,30443956","0,0382842386","0,284260478","-0,57322963","0,0315355357","-0,488212867","0,6312020617",7
0,0,505576,44220,1063016,0,24,651,264,0,1,99,0,"-0,219105607","-1,477576989","-0,142732823","-0,003917834","0,3901049912","-0,537897983","0,4801137437","-0,763344494",1
0,0,505708,44220,1063028,0,0,814,347,0,0,100,0,"-1,655160863","-1,384152682","-0,123522622","0,1324572183","-0,587557348","0,0488375406","-0,599574125","0,8630270234",7
3,0,505424,44220,1063032,0,0,951,305,0,1,99,0,"0,1927679918","-1,796900862","2,0930548395","-3,708953141","0,8350267504","6,5086684076","2,3358912637","-0,768236927",11
0,0,505236,44220,1063036,0,268,1015,386,0,1,98,0,"2,0988573782","-2,42812424","0,0175430892","4,0113094598","0,8918617455","-0,645950612","5,5839560458","0,4793765884",9
0,0,506504,44220,1063040,0,0,766,278,0,1,99,0,"-0,287768634","-1,514191848","-0,259871124","-0,46510106","0,361405373","-0,536805058","-0,013129227","-0,775791191",1
0,0,506236,44228,1063040,0,24,790,303,0,1,99,0,"-0,108376149","-1,5701153","-0,241142414","-0,055511112","0,3870101368","-0,530911718","0,4707744009","-0,605309357",1
1,0,504612,44228,1063044,0,0,692,290,0,0,100,0,"-1,67549488","-1,330518373","0,8081900663","-0,878816851","-0,417257309","2,3816888465","0,2066448143","0,6488101481",10
0,0,506080,44228,1063044,0,4,766,297,0,1,99,0,"-0,206846465","-1,493989534","-0,268873756","-0,392540166","0,3535257339","-0,524753873","0,0534949862","-0,736507736",1
0,0,503400,44228,1063048,0,0,912,308,0,1,99,0,"-0,018138253","-1,287255419","-0,303429671","-0,597264154","0,432615439","-0,567340512","-0,023356897","-0,51599657",1
0,0,505800,44228,1063048,0,0,870,285,0,1,99,0,"-0,198243093","-1,464990187","-0,291374493","-0,53657285","0,4015852822","-0,557929625","-0,005164321","-0,634815912",1
0,0,505220,44236,1063052,0,16,620,270,0,0,99,0,"-0,93376795","-1,449697738","-0,049775696","0,4537622937","-0,465152081","-0,014198197","-0,187008931","0,1921968595",7
0,0,505504,44236,1063052,0,0,7641,351,0,1,99,0,"2,5043770512","-2,43585607","-2,444821828","-4,66504566","2,7886164889","-1,998824753","0,9753414717","7,2056336189",5
0,0,504672,44236,1063056,0,0,679,305,0,1,99,0,"-0,170233205","-1,348355375","-0,243345318","-0,428881728","0,3284025832","-0,506989501","-0,053920356","-0,818306543",1
0,0,505304,44236,1063060,0,0,713,274,0,1,99,0,"-0,256684827","-1,382576677","-0,223121708","-0,452345534","0,3624922538","-0,534149268","-0,021972587","-0,806788509",1
0,0,506480,44236,1063060,0,0,756,267,0,1,99,0,"-0,311510103","-1,481835322","-0,241988826","-0,459612929","0,3658748695","-0,540174892","-0,006806097","-0,79011832",1
0,0,505856,44244,1063052,0,36,600,272,0,1,99,0,"-0,177899425","-1,501165265","-0,112361397","0,2517071794","0,373178761","-0,517260799","0,7158142288","-0,762223803",1
0,0,506056,44244,1063064,0,0,785,290,0,1,99,0,"-0,227415215","-1,45773923","-0,273714833","-0,472154248","0,3576172939","-0,52999548","-0,022617366","-0,736992802",1
0,0,506100,44244,1063068,0,0,585,256,0,0,100,0,"-1,958174526","-1,28477979","0,0558668429","0,2450117457","-0,587977617","0,0353559157","-0,561222536","0,5563532563",7
0,0,506684,44244,1063068,0,0,644,260,0,1,99,0,"-0,377052651","-1,467658627","-0,201027621","-0,387791891","0,3273424607","-0,517821622","-0,018252107","-0,926811409",1
0,0,506028,44244,1063072,0,0,784,271,0,1,99,0,"-0,268975997","-1,440435094","-0,249544246","-0,481002332","0,3774572667","-0,544971755","-0,007406885","-0,744364168",1
0,0,505972,44252,1063076,0,16,806,299,0,1,99,0,"-0,12684127","-1,493790592","-0,254257923","-0,203068065","0,3822479196","-0,531908556","0,307033349","-0,622672623",1
0,0,505688,44252,1063076,0,0,788,294,0,1,99,0,"-0,198200492","-1,419838045","-0,274630191","-0,476593325","0,3587527237","-0,528639813","-0,026833689","-0,7222355",1
0,0,505740,44252,1063080,0,0,948,289,0,1,99,0,"-0,151796852","-1,442737074","-0,318122366","-0,576151614","0,4210349719","-0,567441497","0,0018200817","-0,540880576",1
0,0,505660,44252,1063080,0,0,640,265,0,1,99,0,"-0,317406868","-1,374617753","-0,193033179","-0,399981586","0,3357665317","-0,5191463","-0,025970546","-0,902833962",1
0,0,505600,44252,1063080,0,0,590,230,0,1,99,0,"-0,411910015","-1,336391072","-0,133679653","-0,38702453","0,3550682195","-0,536266461","-0,005320503","-0,971830225",1
0,0,505484,44260,1063080,0,88,563,270,0,0,99,0,"-0,66195761","-1,630408741","0,1257767059","1,7468327717","-0,374824518","-0,019083041","1,3085334529","0,4999063006",8
0,0,505116,44260,1063088,0,0,640,256,0,1,99,0,"-0,310311486","-1,312166919","-0,174812518","-0,412140761","0,3522734871","-0,528779194","-0,02051092","-0,891808358",1
0,0,505760,44260,1063088,0,0,740,290,0,1,99,0,"-0,226734284","-1,405580505","-0,255380725","-0,445118253","0,3424515136","-0,519007032","-0,031261241","-0,78058759",1
0,0,505748,44260,1063092,0,0,741,281,0,1,99,0,"-0,245923693","-1,397681135","-0,244398162","-0,450187913","0,3523614425","-0,526415047","-0,023828034","-0,782411021",1
0,0,505828,44260,1063092,0,0,562,269,0,0,100,0,"-1,921187352","-1,247447204","0,051083312","0,2651631214","-0,609099057","0,0519606623","-0,577007919","0,5422952133",7
0,0,505124,44268,1063096,0,32,604,262,0,1,99,0,"-0,175518835","-1,389849","-0,099762988","0,1690145334","0,384752514","-0,525247086","0,6375700793","-0,762433093",1
0,0,505052,44268,1063096,0,0,880,494,0,1,99,0,"0,3187317503","-1,508283378","-0,541548215","-0,445379483","0,1907485175","-0,392284435","-0,177899414","-0,525471319",1
0,0,505736,44268,1063100,0,0,692,272,0,1,99,0,"-0,282188383","-1,372831364","-0,217643354","-0,422112242","0,3423080512","-0,521181029","-0,024548195","-0,841616868",1
0,0,506220,44268,1063104,0,0,631,263,0,1,99,0,"-0,347921551","-1,397684449","-0,193702025","-0,379653827","0,3215448865","-0,511131858","-0,025371508","-0,927734425",1
0,0,505752,44268,1063104,0,0,592,240,0,0,99,0,"-1,095945936","-1,381567656","-0,044244687","0,2002635069","-0,487322202","-0,015574582","-0,502142787","0,0521976882",7
0,0,505112,44276,1063112,0,32,546,264,0,0,99,0,"-0,894058814","-1,417054541","0,0195089427","0,7837212518","-0,466463163","-0,000554638","0,1381815245","0,1933854715",7
0,0,504720,44276,1063112,0,0,886,318,0,2,98,0,"1,5208155736","-1,461734495","-0,547899777","-1,145889632","1,2874414043","-1,081459822","0,5004680624","-2,112029435",1
0,0,504976,44276,1063116,0,0,594,246,0,0,100,0,"-1,917153849","-1,142452651","0,0810411792","0,2234146096","-0,563231791","0,0235356845","-0,556557989","0,593373181",7
0,0,504756,44276,1063116,0,0,571,238,0,0,100,0,"-1,933404652","-1,11481771","0,1006711728","0,2295420518","-0,559594946","0,0205962981","-0,554116536","0,5695805918",7
0,0,505040,44276,1063120,0,0,641,271,0,1,99,0,"-0,268887966","-1,295493079","-0,191797544","-0,401953753","0,3344861641","-0,514339536","-0,033776426","-0,882456217",1
0,0,504688,44284,1063120,0,16,810,294,0,1,99,0,"-0,069032357","-1,341415989","-0,231794352","-0,22231936","0,4026458181","-0,53991751","0,3064792515","-0,585477093",1
0,0,505120,44284,1063124,0,0,551,255,0,0,100,0,"-1,918086741","-1,144950914","0,0817890918","0,2593175386","-0,592425506","0,0428762959","-0,570603905","0,5436882444",7
0,0,504376,44284,1063124,0,0,743,281,1,1,99,0,"1,1603643827","-1,819826979","-0,654759895","0,1693424293","-0,661912904","0,1649878593","-0,861259332","-0,696437394",7
0,0,505476,44284,1063128,0,0,644,263,0,1,99,0,"-0,304451168","-1,316225308","-0,187685772","-0,39677417","0,3348082953","-0,516352028","-0,026252054","-0,892886206",1
0,0,505816,44284,1063128,0,0,797,279,0,1,99,0,"-0,227131681","-1,378237508","-0,25853036","-0,476622702","0,3679494033","-0,534822415","-0,015019963","-0,719329937",1
0,0,505628,44292,1063132,0,16,720,298,0,1,99,0,"-0,136123098","-1,399842466","-0,22015018","-0,144700631","0,3484305257","-0,508065073","0,2912701265","-0,711711776",1
0,0,505212,44292,1063132,0,0,645,260,0,0,100,0,"-1,874187073","-1,159457218","0,0461172816","0,208230567","-0,566970295","0,0284583672","-0,560578213","0,6518591376",7
0,0,505484,44292,1063136,0,0,710,273,0,0,99,0,"-0,959628484","-1,369219218","-0,116590104","0,1459065852","-0,480114494","-0,01255616","-0,513122919","0,2083027881",7
0,0,505660,44292,1063136,0,0,572,239,0,1,99,0,"-0,392219862","-1,293325163","-0,137716026","-0,357948705","0,3287857611","-0,516414153","-0,017815289","-0,989194103",1
0,0,505364,44292,1063140,0,0,616,255,0,1,99,0,"-0,325823393","-1,286406069","-0,16737611","-0,382985022","0,3329613461","-0,515697755","-0,024824723","-0,924900008",1
0,0,504612,44300,1063148,0,16,557,252,0,0,99,0,"-0,954635912","-1,292343563","0,0029305463","0,492544642","-0,474244158","-0,005867382","-0,187643642","0,1312538993",7
0,0,504476,44300,1063152,0,20,706,312,0,1,99,0,"-0,037176564","-1,311750481","-0,209755677","-0,079653171","0,3526755459","-0,502357292","0,3580033413","-0,671523675",1
0,0,504756,44300,1063152,0,0,662,349,0,1,99,0,"-0,067168025","-1,301721106","-0,289871447","-0,37573808","0,2599975911","-0,454471039","-0,096199342","-0,821231436",1
0,0,505140,44300,1063156,0,0,516,246,0,0,100,0,"-1,948549469","-1,113299351","0,1043565827","0,2820595425","-0,599869738","0,0470025417","-0,569633046","0,5002135807",7
0,0,505696,44300,1063160,0,0,763,285,0,1,99,0,"-0,216969799","-1,346215823","-0,253116","-0,450056265","0,3475777768","-0,520122773","-0,026431928","-0,752517457",1
0,0,505876,44300,1063160,0,0,856,328,0,1,99,0,"-0,0940198","-1,406533304","-0,337011535","-0,483327113","0,3335400582","-0,50523596","-0,046711948","-0,634084907",1
0,0,506320,44312,1063164,0,88,917,340,0,1,99,0,"0,3043917403","-1,688089452","-0,179846642","1,0193583645","0,4808743288","-0,533222658","1,792823913","-0,106770773",8
0,0,506468,44312,1063164,0,0,645,255,0,1,99,0,"-0,362351846","-1,35707064","-0,188587222","-0,373446661","0,3204955863","-0,509519938","-0,018949421","-0,919152854",1
0,0,506016,44312,1063168,0,0,935,334,0,1,99,0,"-0,054955899","-1,418897326","-0,369690578","-0,522609748","0,3508083875","-0,514390478","-0,039925906","-0,543957078",1
0,0,506008,44312,1063168,0,0,685,299,0,0,100,0,"-1,804342517","-1,234091575","-0,022919082","0,2237438085","-0,610980172","0,0607709779","-0,585488217","0,6926759602",7
0,0,506568,44312,1063172,0,0,712,275,0,1,99,0,"-0,29687417","-1,389213791","-0,235065699","-0,403107423","0,3222655543","-0,507660113","-0,024719426","-0,837052368",1
0,0,506012,44324,1063176,0,44,887,361,0,1,99,0,"0,1738858216","-1,537710811","-0,289920604","0,2844316835","0,3765309736","-0,494966243","0,8498302856","-0,357035765",1
0,0,506060,44324,1063176,0,0,744,268,0,0,99,0,"-0,978007233","-1,377051068","-0,126019171","0,143703201","-0,479639354","-0,012983054","-0,504494814","0,2320802849",7
0,0,506236,44324,1063180,0,0,828,313,0,1,99,0,"-0,149929624","-1,39120662","-0,312913563","-0,458943716","0,3274559675","-0,503268207","-0,039446267","-0,680298919",1
0,0,505880,44324,1063180,0,0,706,252,0,1,99,0,"-0,315896227","-1,298619238","-0,195715838","-0,419762717","0,3526339705","-0,527344856","-0,009406876","-0,834259728",1
0,0,505212,44324,1063180,0,0,847,289,0,1,99,0,"-0,148588965","-1,290267729","-0,276563357","-0,501530635","0,3762713573","-0,534265482","-0,01956384","-0,640805166",1
0,0,505388,44332,1063184,0,28,835,334,0,1,99,0,"0,0581075246","-1,403867045","-0,268056314","0,0173504792","0,3673754549","-0,502558928","0,5272921285","-0,494830282",1
0,0,504844,44332,1063188,0,0,647,278,0,1,99,0,"-0,229242517","-1,212806959","-0,19669906","-0,388502993","0,3194985364","-0,50005122","-0,042627283","-0,865694197",1
0,0,505516,44332,1063188,0,0,805,294,0,1,99,0,"-0,165641513","-1,303309074","-0,273125671","-0,465083658","0,3489521418","-0,517086025","-0,029811231","-0,694937347",1
0,0,505580,44332,1063188,0,0,607,252,0,0,100,0,"-1,914626311","-1,126643489","0,0654840048","0,2474043372","-0,587909063","0,041627502","-0,561555549","0,5972269817",7
0,0,505916,44332,1063188,0,0,733,266,0,1,99,0,"-0,274284429","-1,30569996","-0,221296113","-0,426522478","0,3453822753","-0,520304422","-0,017078762","-0,798594466",1
0,0,505076,44340,1063196,0,16,825,334,0,1,99,0,"0,0207947457","-1,332896887","-0,287375691","-0,187523292","0,3468755092","-0,497003517","0,2736190588","-0,561200586",1
0,0,505732,44340,1063196,0,0,680,269,0,1,99,0,"-0,27703119","-1,274855049","-0,206060451","-0,393585937","0,3242419986","-0,506012293","-0,028587253","-0,853557945",1
0,0,504784,44340,1063200,0,0,831,315,0,1,99,0,"-0,072542312","-1,250892955","-0,297680886","-0,482531246","0,3467580536","-0,510136484","-0,045224473","-0,638007443",1
0,0,504960,44340,1063204,0,0,786,271,0,1,99,0,"-0,196383022","-1,226085959","-0,231595765","-0,472365507","0,373311163","-0,533650721","-0,015917492","-0,710612605",1
0,0,505452,44340,1063204,0,0,668,287,0,1,99,0,"-0,227817771","-1,262546838","-0,221210595","-0,382951984","0,3057705681","-0,491225815","-0,045749962","-0,853491893",1
0,0,505104,44348,1063208,0,16,795,301,0,1,99,0,"-0,06402649","-1,295836738","-0,237236978","-0,181685131","0,3679992786","-0,514611502","0,2954031073","-0,608336091",1
0,0,505836,44348,1063212,0,0,739,261,0,1,99,0,"-0,275850113","-1,275084942","-0,215047353","-0,429041393","0,3503155513","-0,522860949","-0,01332752","-0,790789974",1
0,0,506416,44348,1063216,0,0,551,238,0,0,100,0,"-2,002590206","-1,156892743","0,0907119448","0,2962037773","-0,611256053","0,0526426006","-0,557714338","0,5066154387",7
0,0,506256,44348,1063216,0,0,720,266,0,1,99,0,"-0,29139966","-1,31097124","-0,220518966","-0,406950847","0,3312582386","-0,511485562","-0,019263929","-0,821668543",1
0,0,506200,44348,1063216,0,0,781,280,0,1,99,0,"-0,234467472","-1,325357192","-0,255854525","-0,438829674","0,3397139572","-0,514286152","-0,021451914","-0,74472537",1
0,0,504696,44356,1063220,0,20,671,290,0,1,99,0,"-0,097546588","-1,236425178","-0,171289864","-0,046840049","0,3461227324","-0,498788983","0,3674774579","-0,723450858",1
0,0,505464,44356,1063224,0,0,605,246,0,0,99,0,"-1,04421948","-1,249045334","-0,047067134","0,2173498632","-0,504761702","0,0023633676","-0,511406247","0,0803886556",7
0,0,505832,44356,1063224,0,0,758,310,0,1,99,0,"-0,156709771","-1,303519226","-0,280969432","-0,415022492","0,3043930196","-0,486657952","-0,050769485","-0,750406426",1
0,0,505804,44356,1063228,0,0,706,250,0,1,99,0,"-0,309512901","-1,2487","-0,190459288","-0,412038278","0,3484380975","-0,5228434","-0,010033491","-0,831711048",1
0,0,505196,44356,1063228,0,0,509,240,0,0,100,0,"-1,954722188","-1,039841945","0,1164577249","0,3021780093","-0,610228853","0,0558229034","-0,569289205","0,4907239733",7
0,0,505172,44364,1063232,0,44,759,290,0,1,99,0,"0,015005472","-1,344034309","-0,150301787","0,3259312336","0,4085536659","-0,52102136","0,8833081774","-0,507481987",1
0,0,505848,44364,1063232,0,68,752,286,0,1,99,0,"0,0717367445","-1,462492779","-0,098143909","0,7564114741","0,4393064872","-0,52561501","1,388872497","-0,408029474",8
0,0,505448,44364,1063236,0,0,707,270,0,0,99,0,"-0,949517142","-1,269522428","-0,107365772","0,1683368401","-0,494406536","0,0004066912","-0,515868944","0,2075930072",7
0,0,505104,44364,1063236,0,0,622,249,0,1,99,0,"-0,308627937","-1,167307188","-0,15447866","-0,371817187","0,3287770181","-0,508826102","-0,024305104","-0,910583489",1
0,0,505152,44364,1063240,0,0,893,318,0,1,99,0,"-0,054289624","-1,260823882","-0,323485697","-0,504512987","0,3543319085","-0,513596165","-0,038826126","-0,573879304",1
0,0,505608,44372,1063232,0,24,957,515,0,1,99,0,"0,4920740552","-1,512092813","-0,538623643","-0,024202245","0,2034913815","-0,374990951","0,3132082705","-0,312683076",1
0,0,505324,44372,1063244,0,4,2584,272,0,1,99,0,"0,48678184","-1,480753973","-0,777785738","-1,489454358","1,0167477216","-0,921127721","0,3406709267","1,3761405089",6
0,0,505248,44372,1063248,0,0,658,271,0,1,99,0,"-0,250677927","-1,190359339","-0,194020437","-0,378208318","0,3146561825","-0,496594024","-0,036839879","-0,864353733",1
0,0,504876,44372,1063248,0,0,625,237,0,1,99,0,"-0,321907803","-1,129170368","-0,137310536","-0,381168618","0,3442426268","-0,519055179","-0,015173009","-0,905328281",1
0,0,504028,44372,1063252,0,0,591,260,0,0,99,0,"-0,946865691","-1,116006549","-0,041640147","0,2102714924","-0,504401273","0,0089006003","-0,529505107","0,1071348319",7
0,0,504368,44380,1063252,0,16,704,291,0,1,99,0,"-0,078802178","-1,172170984","-0,186146983","-0,134528044","0,3501120462","-0,501446626","0,2857380691","-0,696672154",1
0,0,504888,44380,1063256,0,0,616,249,0,1,99,0,"-0,297157356","-1,127664609","-0,149087304","-0,367235008","0,3264292663","-0,505844974","-0,026783671","-0,911294894",1
0,0,505240,44380,1063256,0,0,653,264,0,1,99,0,"-0,266142202","-1,173552116","-0,183277865","-0,376118796","0,3183935383","-0,499445998","-0,032447312","-0,872186212",1
0,0,505156,44380,1063260,0,0,722,283,0,1,99,0,"-0,19359398","-1,190146017","-0,226898867","-0,411033229","0,3249920126","-0,50024684","-0,037548711","-0,783427442",1
0,0,505868,44380,1063264,0,0,672,260,0,1,99,0,"-0,297340415","-1,225175269","-0,191793578","-0,377611975","0,3190049689","-0,501952525","-0,024749725","-0,867896082",1
0,0,505724,44380,1063268,0,0,640,288,0,1,99,0,"-0,239640955","-1,22920724","-0,214850492","-0,347403731","0,2806469767","-0,473831343","-0,052757651","-0,890748153",1
0,0,506220,44388,1063268,0,16,825,314,1,1,99,0,"1,2688173505","-1,9185126","-0,70166884","0,4794117037","-0,694650518","0,2032736184","-0,543207371","-0,548786889",7
0,0,506596,44388,1063272,0,0,744,294,0,1,99,0,"-0,22645808","-1,311461478","-0,26434842","-0,389306366","0,2957814574","-0,483723","-0,040086207","-0,7908277",1
0,0,505280,44388,1063272,0,0,739,263,0,1,99,0,"-0,236116564","-1,177468001","-0,208420451","-0,426052268","0,3480233856","-0,517198654","-0,018905621","-0,77405404",1
0,0,505168,44388,1063276,0,0,645,272,0,0,99,0,"-0,949569764","-1,206966025","-0,086014456","0,2096327071","-0,519976301","0,0185349459","-0,52921855","0,1450755768",7
0,0,504468,44388,1063280,0,0,597,262,0,0,100,0,"-1,830763916","-0,965401038","0,0730109596","0,2548525227","-0,596739334","0,0549486365","-0,577577106","0,6204366801",7
0,0,503776,44396,1063280,0,16,806,289,0,1,99,0,"-0,013512516","-1,114193548","-0,206786038","-0,20429047","0,395161508","-0,526681609","0,3004631597","-0,563820906",1
0,0,504136,44396,1063284,0,0,911,349,0,1,99,0,"0,0769993933","-1,159745605","-0,35311245","-0,510177397","0,3379023565","-0,494169088","-0,065834498","-0,514200408",1
0,0,500732,44396,1066736,0,0,1117,377,0,1,99,0,"0,4430054455","-0,654306866","-0,400424343","-0,654110472","0,425915878","-0,524048565","-0,069130058","-0,155193744",1
0,0,494392,44396,1072724,0,0,663,254,0,1,99,0,"0,4089527736","0,5016157921","-0,016223428","-0,495362226","0,4704349253","-0,536071588","-0,060554058","-0,520000581",1
0,0,494288,44396,1072724,0,0,764,303,0,1,99,0,"0,5617109923","0,4594534981","-0,106529516","-0,536120855","0,4577553769","-0,52037334","-0,085187775","-0,382806706",1
0,0,494236,44404,1072728,0,28,634,303,0,0,99,0,"-0,069900057","0,3694765502","0,0999402719","0,6053260745","-0,369706469","0,008737615","-0,008711986","0,637707561",7
0,0,494116,44404,1072728,0,0,2455,279,0,0,100,0,"-0,425801295","0,385541062","-0,365995528","-0,976767018","0,1884729189","-0,363976811","-0,343795859","3,1007226789",6
0,0,493996,44404,1072732,0,0,803,329,0,1,99,0,"0,6501671094","0,4691633739","-0,146631643","-0,550819522","0,447796175","-0,508993896","-0,101586381","-0,320423373",1
0,0,496532,44404,1072732,0,0,631,297,0,1,99,0,"0,3947248906","0,3051291964","-0,085247147","-0,411994614","0,3767886969","-0,477007401","-0,095622847","-0,595979148",1
0,0,496736,44404,1072736,0,0,667,266,0,1,99,0,"0,3291254039","0,3064431119","-0,060416755","-0,444855884","0,4186914495","-0,507879467","-0,064425574","-0,571112644",1
0,0,496068,44412,1072736,0,16,577,266,0,0,100,0,"-1,182374877","0,4634085245","0,2380303679","0,4864663373","-0,48558303","0,0508246887","-0,281620762","0,9644846454",7
0,0,495608,44412,1072740,0,68,783,320,0,1,99,0,"0,8320777224","0,1673991704","0,0024669824","0,6667839902","0,5355968207","-0,520801984","1,3276635932","-0,029844654",1
0,0,496032,44412,1072740,0,0,738,304,0,0,100,0,"-1,101654531","0,4595212297","0,1065776087","0,1282144613","-0,493106467","0,0505664812","-0,622453603","1,0808011951",7
0,0,496028,44412,1072740,0,0,432,208,0,0,100,0,"-1,431720126","0,5747805779","0,319185966","0,2704763317","-0,503989183","0,0420549408","-0,591237816","0,6926875685",7
