procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 520812  44488 1061196    0    0     0     0  722  273  0  1 99  0  0  0
 0  0      0 521004  44488 1061200    0    0     0     0  975  423  1  2 97  0  0  0
 0  0      0 520936  44496 1061200    0    0     0    52  870  306  0  1 99  0  0  0
 0  0      0 521128  44496 1061204    0    0     0     0  855  277  0  1 99  0  0  0
 0  0      0 520872  44496 1061204    0    0     0     0  756  282  0  1 99  0  0  0
 0  0      0 520948  44496 1061204    0    0     0     0  513  192  0  0 99  0  0  0
 0  0      0 520632  44496 1061208    0    0     0     0  718  264  0  1 99  0  0  0
 0  0      0 519352  44504 1061208    0    0     0    16  879  442  1  1 98  0  0  0
 0  0      0 520704  44504 1061212    0    0     0     0  963  298  0  1 98  0  0  0
 0  0      0 520872  44504 1061212    0    0     0     0  748  280  0  1 99  0  0  0
 0  0      0 520548  44504 1061212    0    0     0     0  607  233  0  1 99  0  0  0
 1  0      0 520264  44504 1061216    0    0     0    92 1054  318  0  2 98  0  0  0
