Principale1,Principale2,Principale3,Principale4,Principale5,Principale6,Principale7,Principale8,Cluster
2.55033976518465,-2.09142638851003,-1.46582225996383,-0.441113330602716,-0.763754311101657,-0.0696461705216116,0.0327321506975338,0.707811520182524,1
2.40143767182823,1.33868186756794,-1.49028992998059,-0.626980472232784,-0.840572314512695,0.0846520901257968,0.0958794948754651,1.29792198260274,2
-0.525610860743655,0.227841333811284,0.579446097968358,-0.0857845593797642,-0.621903333064044,0.186929269469034,0.497246333274635,0.199869727243609,3
5.92614855247386,-1.96066714043675,-1.36449901244114,-2.52425361625759,9.75848028598663,5.48700200682754,5.29857523753796,0.718380141950377,4
0.848941853443733,-1.18909243375316,-0.647564145933227,-0.719332989172459,3.25302528984325,1.74647366310772,1.4897149599688,-0.256667049264713,5
-1.04159480022842,-0.160711126100495,0.264511859053915,-0.34351821766624,1.29146726421104,0.992669555067193,1.23221056775267,0.37042330581049,6
-0.572474187158093,-1.8716752492216,0.00357471203761506,0.263760968740858,0.205661743717323,-0.373619048289483,-0.593313008580335,-0.830432786103923,7
0.260618307168755,1.90684300433557,0.851162215409037,0.247565060832358,-0.147692811959844,0.383415180968467,0.135216185176045,-1.39208156713186,8
1.55646941289352,-1.97131759278324,4.18400167666974,1.04825344631029,4.95462251075491,-5.56291604420136,-5.52866492569966,2.92022254866322,9
2.01123684615501,0.20828704454064,0.713054145158431,-0.455761119207338,-0.172265958690325,-1.00362662746265,-0.216180043075841,2.81795302401789,10
-0.230145857568857,1.94024744356491,-0.694767063494375,-0.0650617042201613,-0.152792595164692,0.0502180263690208,-0.501039728734146,-0.465371104996706,11
39.2563648022668,7.0060544228883,17.0980579615067,-0.523496297182124,-0.934275305469443,0.758052329249058,2.67432082501473,-6.52282675245974,12
4.29781838733247,-1.34467219271713,1.67058042341299,21.0695005211421,-1.23398640758771,17.4103059228281,-8.76515597508269,4.83572770017057,13
7.85694589683634,-0.0868748101731853,-4.93514324815476,14.5528439825674,1.76733459831255,-5.88788317125587,6.27648976771932,-0.76507851122043,14
