procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 496536  44444 1072784    0    0     0     0  627  296  0  0 100  0  0  0
 0  0      0 496796  44444 1072784    0    0     0     0  495  212  0  0 100  0  0  0
 0  0      0 497240  44452 1072776    0    0     0    20  639  273  0  1 99  0  0  0
 0  0      0 496496  44452 1072788    0    0     0     0  548  218  0  0 99  0  0  0
 0  0      0 496096  44452 1072788    0    0     0     0  622  245  0  0 99  0  0  0
 0  0      0 496328  44452 1072792    0    0     0     0  620  269  0  0 100  0  0  0
 0  0      0 496464  44452 1072796    0    0     0     0  499  241  0  0 99  0  0  0
 0  0      0 496084  44460 1072796    0    0     0    72  523  234  0  0 100  0  0  0
 0  0      0 496176  44460 1072800    0    0     0     0  528  228  0  0 100  0  0  0
 0  0      0 496952  44460 1072800    0    0     0     0  579  232  0  0 99  0  0  0
 0  0      0 496048  44460 1072804    0    0     0     0  735  457  0  1 99  0  0  0
 0  0      0 496056  44460 1072804    0    0     0     0  528  233  0  0 100  0  0  0
 0  0      0 496292  44468 1072804    0    0     0    24  514  225  0  1 99  0  0  0
 0  0      0 495516  44468 1072808    0    0     0     8  686  245  0  1 99  0  0  0
 0  0      0 496256  44468 1072808    0    0     0     0  580  244  0  0 100  0  0  0
 1  0      0 495704  44468 1072812    0    0     0     0  518  239  0  0 99  0  0  0
 0  0      0 495812  44468 1072812    0    0     0     0  489  236  0  0 99  0  0  0
 0  0      0 496032  44476 1072816    0    0     0    52  515  238  0  0 99  0  0  0
 0  0      0 495616  44476 1072816    0    0     0     0  537  249  0  0 99  0  0  0
 0  0      0 494012  44476 1072816    0    0     0     0  473  200  0  0 100  0  0  0
 0  0      0 495420  44476 1072820    0    0     0     0  592  245  0  0 99  0  0  0
 0  0      0 496196  44524 1066536    0    0    12   208 2932 3827  8  2 90  0  0  0
 0  0      0 496292  44524 1066540    0    0     0     0  556  289  0  0 100  0  0  0
 0  0      0 499388  44524 1066540    0    0     0     0  594  279  0  0 100  0  0  0
 1  0      0 500036  44524 1066544    0    0     0     0  610  281  0  1 99  0  0  0
 0  0      0 499816  44524 1066544    0    0     0     0  457  259  0  0 100  0  0  0
 0  0      0 499372  44532 1066544    0    0     0    52  468  247  0  0 100  0  0  0
 0  0      0 499176  44532 1066548    0    0     0     0  527  260  0  0 99  0  0  0
 1  0      0 499300  44532 1066548    0    0     0     0  720  281  0  1 99  0  0  0
 0  0      0 498880  44532 1066548    0    0     0     0  445  233  0  0 100  0  0  0
 0  0      0 498700  44532 1066552    0    0     0     0  499  245  0  0 100  0  0  0
 1  0      0 498984  44540 1066556    0    0     0    16  737  383  0  1 99  0  0  0
 0  0      0 498856  44540 1066556    0    0     0     0  430  231  0  0 100  0  0  0
 1  0      0 498276  44540 1066556    0    0     0     0  772  311  0  1 99  0  0  0
 0  0      0 498856  44540 1066560    0    0     0     0  463  249  0  0 100  0  0  0
 0  0      0 510920  44540 1066560    0    0     0     0  627  288  0  1 99  0  0  0
 0  0      0 510820  44548 1066552    0    0     0    16  647  320  0  1 99  0  0  0
 0  0      0 510264  44548 1066564    0    0     0     0  530  258  0  0 100  0  0  0
 0  0      0 509412  44548 1066564    0    0     0    56  513  244  0  0 100  0  0  0
 0  0      0 510164  44548 1066568    0    0     0     0  719  304  0  0 99  0  0  0
 0  0      0 509960  44548 1066568    0    0     0     0  679  299  0  0 99  0  0  0
 0  0      0 509700  44556 1066568    0    0     0    24  694  304  0  1 99  0  0  0
 0  0      0 509380  44556 1066568    0    0     0     0  499  240  0  0 100  0  0  0
 0  0      0 509304  44556 1066576    0    0     0     0  552  254  0  0 100  0  0  0
 0  0      0 510324  44556 1066576    0    0     0     4  644  284  0  0 100  0  0  0
 0  0      0 509956  44556 1066576    0    0     0     0  660  300  0  1 99  0  0  0
 0  0      0 509988  44564 1066580    0    0     0    16  633  281  0  0 99  0  0  0
 0  0      0 509952  44564 1066580    0    0     0     0  535  255  0  1 99  0  0  0
 0  0      0 510032  44564 1066584    0    0     0     0  415  213  0  0 100  0  0  0
 0  0      0 509888  44564 1066584    0    0     0     0  663  274  0  0 100  0  0  0
 0  0      0 510220  44564 1066584    0    0     0     0  567  275  0  0 99  0  0  0
 0  0      0 510468  44572 1066584    0    0     0    28  709  288  0  1 99  0  0  0
 0  0      0 511124  44572 1066588    0    0     0   388  605  256  0  0 99  0  0  0
 0  0      0 511188  44572 1066592    0    0     0     0  579  233  0  0 100  0  0  0
 0  0      0 511000  44572 1066596    0    0     0     0  612  273  0  0 99  0  0  0
 0  0      0 511160  44572 1066596    0    0     0     0  516  260  0  0 100  0  0  0
 0  0      0 509968  44572 1066600    0    0     0     0  508  229  0  0 100  0  0  0
 0  0      0 510292  44580 1066600    0    0     0    24  623  254  0  1 99  0  0  0
 1  0      0 510556  44580 1066604    0    0     0     0  580  276  0  0 100  0  0  0
 1  0      0 509312  44600 1066584    0    0    12    84  891  390  0  1 99  0  0  0
 0  0      0 509412  44600 1066584    0    0     0     0  599  282  0  0 100  0  0  0
 0  0      0 506840  44648 1068544    0    0  1133   192  971  799  0  2 98  0  0  0
 0  0      0 507152  44648 1068544    0    0     0     0  578  299  0  0 99  0  0  0
 0  0      0 508372  44648 1068544    0    0     0     0  584  244  0  0 100  0  0  0
 0  0      0 508228  44648 1068548    0    0     0     0  670  286  0  0 99  0  0  0
 0  0      0 508000  44648 1068552    0    0     0     0  421  226  0  0 100  0  0  0
 0  0      0 507564  44656 1068552    0    0     0    40  693  455  0  1 99  0  0  0
 0  0      0 507496  44656 1068556    0    0     0     0  756  305  0  1 99  0  0  0
 0  0      0 507228  44656 1068556    0    0     0     0  563  266  0  0 100  0  0  0
 0  0      0 507356  44656 1068556    0    0     0    56  642  320  0  1 99  0  0  0
 0  0      0 507076  44656 1068560    0    0     0     0  695  379  1  1 98  0  0  0
 0  0      0 507560  44664 1068560    0    0     0    24  610  361  0  0 100  0  0  0
 0  0      0 507356  44664 1068560    0    0     0     0  614  273  0  0 100  0  0  0
 0  0      0 507208  44664 1068564    0    0     0     0  462  238  0  1 99  0  0  0
 1  0      0 507336  44664 1068564    0    0     0     0  470  247  0  0 100  0  0  0
 0  0      0 507048  44664 1068568    0    0     0     8  643  298  0  0 99  0  0  0
 1  0      0 506896  44672 1068568    0    0     0    28  662  294  0  0 99  0  0  0
 0  0      0 507424  44672 1068572    0    0     0     0  615  287  0  0 99  0  0  0
 0  0      0 507504  44672 1068572    0    0     0     0  476  241  0  0 100  0  0  0
 0  0      0 507276  44672 1068572    0    0     0     0  734  323  0  1 99  0  0  0
 0  0      0 507352  44672 1068576    0    0     0     0  710  282  0  1 99  0  0  0
 0  0      0 508008  44672 1068576    0    0     0     0  607  287  1  1 99  0  0  0
 0  0      0 507204  44680 1068580    0    0     0    16  709  321  0  1 99  0  0  0
 0  0      0 508204  44680 1068580    0    0     0     0  515  227  0  0 99  0  0  0
 0  0      0 508296  44680 1068584    0    0     0     0  424  251  0  0 100  0  0  0
 0  0      0 508500  44680 1068584    0    0     0     0  597  269  0  0 100  0  0  0
 0  0      0 508368  44680 1068584    0    0     0     0  557  265  0  0 100  0  0  0
 0  0      0 507612  44688 1068588    0    0     0    16  582  324  0  1 99  0  0  0
 0  0      0 507508  44688 1068588    0    0     0   104  479  245  0  0 100  0  0  0
 0  0      0 507520  44688 1068592    0    0     0     0  491  219  0  0 100  0  0  0
 0  0      0 507848  44688 1068592    0    0     0   164  765  340  0  1 99  0  0  0
 0  0      0 508444  44688 1068592    0    0     0     0  569  247  0  0 99  0  0  0
 0  0      0 506960  44712 1068600    0    0     0   176  691  385  0  1 99  0  0  0
 0  0      0 507292  44712 1068600    0    0     0     0  519  239  0  0 100  0  0  0
 1  0      0 507380  44712 1068600    0    0     0     0  597  307  0  0 100  0  0  0
 0  0      0 507488  44712 1068604    0    0     0     0  836  355  0  1 99  0  0  0
 0  0      0 507224  44712 1068604    0    0     0     0  494  242  0  0 99  0  0  0
 0  0      0 507540  44720 1068608    0    0     0    28  678  310  0  0 99  0  0  0
 0  0      0 507680  44720 1068608    0    0     0     0  640  292  0  1 99  0  0  0
 1  0      0 508048  44720 1068608    0    0     0    56  542  251  0  0 100  0  0  0
 0  0      0 508008  44720 1068612    0    0     0     0  779  343  0  1 99  0  0  0
 0  0      0 507912  44720 1068616    0    0     0     0  549  248  0  0 100  0  0  0
 0  0      0 507400  44728 1068620    0    0     0    24  586  289  0  0 99  0  0  0
 0  0      0 506812  44728 1068624    0    0     0     0  661  270  0  0 100  0  0  0
 0  0      0 507428  44728 1068624    0    0     0     0  625  289  0  1 99  0  0  0
 0  0      0 507764  44728 1068624    0    0     0     0  729  302  0  0 99  0  0  0
 0  0      0 507384  44728 1068624    0    0     0     8  529  262  0  0 100  0  0  0
 1  0      0 507096  44728 1068628    0    0     0     0  408  209  0  0 100  0  0  0
 0  0      0 507884  44736 1068628    0    0     0    28  640  289  0  0 99  0  0  0
 0  0      0 508204  44736 1068628    0    0     0     0  557  241  0  1 99  0  0  0
 0  0      0 507968  44736 1068632    0    0     0     0  673  297  0  1 99  0  0  0
 0  0      0 507880  44736 1068636    0    0     0     0  532  249  0  0 99  0  0  0
 0  0      0 507984  44736 1068636    0    0     0     0  652  286  0  1 99  0  0  0
 0  0      0 507784  44744 1068640    0    0     0    16  729  292  0  0 99  0  0  0
 1  0      0 507768  44744 1068640    0    0     0     0  558  259  0  0 100  0  0  0
 0  0      0 507580  44744 1068644    0    0     0     0  520  254  0  0 99  0  0  0
 0  0      0 507216  44744 1068644    0    0     0     0  526  254  0  0 100  0  0  0
 0  0      0 506944  44744 1068644    0    0     0     0  435  215  0  0 100  0  0  0
 0  0      0 507496  44752 1068636    0    0     0    16  658  301  0  0 100  0  0  0
 0  0      0 507496  44752 1068648    0    0     0     0  598  267  0  1 99  0  0  0
 0  0      0 507056  44752 1068648    0    0     0     0  603  250  0  1 99  0  0  0
 0  0      0 506544  44752 1068648    0    0     0     0  640  260  0  1 99  0  0  0
 0  0      0 507176  44752 1068652    0    0     0    48  655  284  0  0 100  0  0  0
 0  0      0 507700  44760 1068656    0    0     0   128  784  289  0  0 99  0  0  0
 0  0      0 508116  44760 1068656    0    0     0     0  639  273  0  0 99  0  0  0
 0  0      0 507992  44760 1068660    0    0     0     0  505  231  0  0 100  0  0  0
 0  0      0 507256  44760 1068660    0    0     0     0  659  288  0  1 99  0  0  0
 0  0      0 507656  44760 1068660    0    0     0     0  518  241  0  0 100  0  0  0
 0  0      0 507060  44768 1068664    0    0     0    16  652  279  0  1 99  0  0  0
 1  0      0 507000  44768 1068664    0    0     0     0  574  236  0  0 99  0  0  0
 0  0      0 506712  44768 1068668    0    0     0    56  730  446  1  0 99  0  0  0
 0  0      0 506372  44768 1068668    0    0     0     0  743  340  0  1 99  0  0  0
 0  0      0 506332  44768 1068668    0    0     0     0  547  238  0  0 100  0  0  0
 0  0      0 505728  44776 1068676    0    0     0    48  563  249  0  0 99  0  0  0
 1  0      0 505624  44776 1068676    0    0     0     0  609  271  0  1 99  0  0  0
 0  0      0 506144  44776 1068680    0    0     0     0  626  283  0  0 100  0  0  0
 0  0      0 506532  44776 1068680    0    0     0     0  713  294  0  1 99  0  0  0
 0  0      0 506644  44776 1068684    0    0     0     4  566  246  0  0 100  0  0  0
 0  0      0 504244  44784 1068684    0    0     0    16  547  247  0  0 99  0  0  0
 0  0      0 505220  44784 1068688    0    0     0     0  495  229  0  0 100  0  0  0
 0  0      0 505372  44784 1068688    0    0     0     0  526  267  0  0 99  0  0  0
 0  0      0 505868  44784 1068688    0    0     0     0  725  297  0  1 99  0  0  0
 0  0      0 506824  44784 1068692    0    0     0     0  586  279  0  0 100  0  0  0
 2  0      0 506140  44784 1068692    0    0     0     0  422  196  0  0 99  0  0  0
 0  0      0 506488  44792 1068696    0    0     0    16  677  287  0  0 99  0  0  0
 0  0      0 506448  44792 1068696    0    0     0     0  586  257  0  0 100  0  0  0
 0  0      0 507156  44792 1068696    0    0     0     0  605  262  0  1 99  0  0  0
 0  0      0 506532  44792 1068696    0    0     0     0  475  221  0  0 100  0  0  0
 0  0      0 506592  44792 1068700    0    0     0     0  535  249  0  0 99  0  0  0
 0  0      0 506380  44800 1068704    0    0     0    16  618  269  0  0 99  0  0  0
 0  0      0 505404  44800 1068704    0    0     0     0  522  258  0  1 99  0  0  0
 0  0      0 505688  44800 1068712    0    0     0     0  531  241  0  0 100  0  0  0
 0  0      0 505804  44800 1068712    0    0     0     0  554  257  0  0 100  0  0  0
 0  0      0 506016  44800 1068712    0    0     0     0  435  205  0  0 100  0  0  0
 0  0      0 505968  44808 1068704    0    0     0    52  690  322  0  1 99  0  0  0
 0  0      0 507060  44808 1068716    0    0     0     0  688  290  0  0 99  0  0  0
 0  0      0 506920  44808 1068720    0    0     0     0  525  272  0  0 100  0  0  0
 0  0      0 507236  44808 1068720    0    0     0     0  580  248  0  0 99  0  0  0
 0  0      0 506688  44808 1068720    0    0     0     0  620  286  0  0 100  0  0  0
 0  0      0 506492  44816 1068720    0    0     0    16  663  320  0  0 99  0  0  0
 0  0      0 506756  44816 1068728    0    0     0     0  741  318  0  0 99  0  0  0
 0  0      0 506900  44816 1068728    0    0     0    52  584  238  0  0 100  0  0  0
 0  0      0 506280  44816 1068732    0    0     0   168  828  350  0  1 99  0  0  0
 0  0      0 506272  44816 1068736    0    0     0     0  590  256  0  0 100  0  0  0
 0  0      0 507312  44824 1068736    0    0     0    32  736  328  0  1 99  0  0  0
 1  0      0 507620  44824 1068736    0    0     0     0  571  245  0  0 99  0  0  0
 0  0      0 507356  44824 1068740    0    0     0     0  615  279  0  1 99  0  0  0
 0  0      0 507132  44824 1068740    0    0     0     0 3920  342  0  1 99  0  0  0
 0  0      0 507848  44824 1068744    0    0     0     8  560  253  0  0 100  0  0  0
 1  0      0 506852  44832 1068744    0    0     0    28 1007  249  0  0 100  0  0  0
 0  0      0 507236  44832 1068744    0    0     0     0 2132  302  0  0 99  0  0  0
 0  0      0 506752  44832 1068748    0    0     0     0  602  259  0  1 99  0  0  0
 0  0      0 506848  44832 1068748    0    0     0     0  628  272  0  0 100  0  0  0
 0  0      0 506756  44832 1068752    0    0     0     0  439  215  0  0 100  0  0  0
 0  0      0 506788  44840 1068752    0    0     0    16  609  286  0  0 99  0  0  0
 1  0      0 506604  44840 1068756    0    0     0     0  423  211  0  0 100  0  0  0
 1  0      0 503808  44840 1068756    0    0     0     0  605  272  0  0 99  0  0  0
 0  0      0 507516  44840 1068756    0    0     0     0  649  259  0  1 99  0  0  0
 0  0      0 507512  44840 1068760    0    0     0     0  555  253  0  0 100  0  0  0
 0  0      0 507480  44848 1068760    0    0     0    16  394  209  0  0 100  0  0  0
 0  0      0 507592  44848 1068764    0    0     0     0  597  280  0  0 100  0  0  0
 0  0      0 508008  44848 1068764    0    0     0     0  429  210  0  0 100  0  0  0
 0  0      0 507104  44848 1068764    0    0     0     0  619  306  0  0 99  0  0  0
 0  0      0 507544  44848 1068768    0    0     0     0  488  220  0  0 100  0  0  0
 0  0      0 507296  44848 1068768    0    0     0     0  573  259  0  0 99  0  0  0
 0  0      0 506780  44856 1068768    0    0     0    48  651  285  0  0 99  0  0  0
 0  0      0 506824  44856 1068772    0    0     0     0  469  250  0  0 100  0  0  0
 0  0      0 507048  44856 1068772    0    0     0     0  512  235  0  0 100  0  0  0
 0  0      0 506516  44856 1068776    0    0     0     0  532  265  0  0 100  0  0  0
 0  0      0 506368  44856 1068776    0    0     0     0  653  293  0  1 99  0  0  0
 0  0      0 507256  44864 1068780    0    0     0    16  919  410  0  0 99  0  0  0
 0  0      0 507448  44864 1068780    0    0     0    56  481  233  0  0 100  0  0  0
 0  0      0 507376  44864 1068784    0    0     0     0  693  285  0  0 99  0  0  0
 0  0      0 507696  44864 1068784    0    0     0     0  456  221  0  0 100  0  0  0
 1  0      0 507264  44864 1068784    0    0     0     0  632  282  0  0 99  0  0  0
 0  0      0 506572  44872 1068788    0    0     0    24  715  298  0  0 99  0  0  0
 0  0      0 506828  44872 1068788    0    0     0     0  542  240  0  0 100  0  0  0
 0  0      0 506800  44872 1068792    0    0     0     0  504  238  0  0 100  0  0  0
 0  0      0 506960  44872 1068796    0    0     0     0  665  278  0  0 99  0  0  0
 0  0      0 506880  44872 1068796    0    0     0     8  539  254  0  0 99  0  0  0
 0  0      0 506048  44880 1068800    0    0     0    28  858  345  0  1 99  0  0  0
 0  0      0 505236  44880 1068800    0    0     0     0  468  231  0  0 99  0  0  0
 0  0      0 506816  44880 1068804    0    0     0     0  658  286  0  0 99  0  0  0
 0  0      0 506892  44880 1068804    0    0     0     0  707  282  0  1 99  0  0  0
 0  0      0 506820  44880 1068804    0    0     0     0  447  240  0  0 100  0  0  0
 0  0      0 506704  44888 1068796    0    0     0    16  501  236  0  0 99  0  0  0
 0  0      0 507332  44888 1068808    0    0     0     0  630  267  0  0 100  0  0  0
 1  0      0 507152  44888 1068812    0    0     0     0  622  250  0  0 100  0  0  0
 0  0      0 507412  44888 1068812    0    0     0     0  773  304  0  1 99  0  0  0
 0  0      0 507204  44888 1068816    0    0     0     0  476  228  0  0 99  0  0  0
 0  0      0 507024  44896 1068816    0    0     0    16  568  297  0  0 99  0  0  0
 0  0      0 507184  44896 1068816    0    0     0     0  618  287  0  0 100  0  0  0
 0  0      0 506900  44896 1068820    0    0     0     0  502  244  0  0 100  0  0  0
 1  0      0 507412  44896 1068820    0    0     0     0  777  285  0  1 99  0  0  0
 0  0      0 507704  44896 1068824    0    0     0     0  440  245  0  0 100  0  0  0
 0  0      0 507632  44904 1068824    0    0     0    16  598  265  0  0 100  0  0  0
 0  0      0 506792  44904 1068828    0    0     0     0  593  276  0  0 99  0  0  0
 0  0      0 506220  44904 1068828    0    0     0     0  509  235  0  0 100  0  0  0
 0  0      0 506028  44904 1068832    0    0     0     0  725  315  0  0 100  0  0  0
 0  0      0 506472  44904 1068832    0    0     0     0  467  224  0  0 100  0  0  0
 0  0      0 506584  44904 1068832    0    0     0     0  632  295  0  1 99  0  0  0
 0  0      0 506528  44912 1068836    0    0     0    32  609  289  0  0 100  0  0  0
 0  0      0 507576  44912 1068836    0    0     0     0  631  273  0  0 99  0  0  0
 0  0      0 506700  44912 1068836    0    0     0    56  618  251  0  0 100  0  0  0
 0  0      0 507668  44912 1068836    0    0     0     0  645  289  0  1 99  0  0  0
 0  0      0 506548  44912 1068840    0    0     0     0  684  315  0  0 100  0  0  0
 1  0      0 506948  44920 1068844    0    0     0    24  772  350  0  1 99  0  0  0
 2  0      0 507408  44920 1068844    0    0     0     0  469  225  0  0 100  0  0  0
 0  0      0 506892  44920 1068848    0    0     0     0  728  289  0  1 99  0  0  0
 0  0      0 507232  44920 1068848    0    0     0     0  543  250  0  0 100  0  0  0
 0  0      0 506856  44920 1068848    0    0     0     4  692  320  0  1 99  0  0  0
 0  0      0 506940  44928 1068852    0    0     0    16  528  285  0  0 99  0  0  0
 0  0      0 506908  44928 1068852    0    0     0     0  487  240  0  0 100  0  0  0
 0  0      0 506460  44928 1068856    0    0     0     0  456  215  0  0 100  0  0  0
 0  0      0 506620  44928 1068856    0    0     0     0  534  273  0  0 100  0  0  0
 0  0      0 507024  44928 1068856    0    0     0     0  486  248  0  0 100  0  0  0
 0  0      0 507092  44936 1068860    0    0     0    16  586  305  0  0 99  0  0  0
 0  0      0 507212  44936 1068860    0    0     0     0  396  207  0  0 100  0  0  0
 0  0      0 506284  44936 1068864    0    0     0     0  459  230  0  0 99  0  0  0
 0  0      0 506924  44936 1068864    0    0     0     0  653  281  0  0 100  0  0  0
 0  0      0 506068  44936 1068868    0    0     0     0  500  258  0  1 99  0  0  0
 0  0      0 506708  44944 1068868    0    0     0    20  526  241  0  0 100  0  0  0
 0  0      0 506920  44944 1068868    0    0     0     0  556  266  0  1 99  0  0  0
 0  0      0 507592  44944 1068872    0    0     0     0  612  244  0  1 99  0  0  0
 0  0      0 508240  44944 1068872    0    0     0     0  812  314  0  1 99  0  0  0
 0  0      0 507424  44944 1068876    0    0     0     0  493  244  0  0 100  0  0  0
 0  0      0 506568  44952 1068880    0    0     0    16  556  269  0  1 99  0  0  0
 0  0      0 507616  44952 1068880    0    0     0     0  622  264  0  1 99  0  0  0
 0  0      0 507344  44952 1068884    0    0     0     0  570  259  0  1 99  0  0  0
 0  0      0 507172  44952 1068884    0    0     0     0  650  273  0  0 100  0  0  0
 0  0      0 506544  44952 1068888    0    0     0     0  611  375  0  0 99  0  0  0
 0  0      0 507020  44960 1068888    0    0     0    16  555  253  0  0 100  0  0  0
 1  0      0 506856  44960 1068892    0    0     0     0  608  261  0  1 99  0  0  0
 0  0      0 507144  44960 1068892    0    0     0     0  504  239  0  0 100  0  0  0
 0  0      0 506940  44960 1068896    0    0     0    56  775  310  0  1 99  0  0  0
 0  0      0 507356  44960 1068896    0    0     0     0  497  255  0  0 100  0  0  0
 0  0      0 507172  44960 1068896    0    0     0     4  449  219  0  0 100  0  0  0
 0  0      0 506476  44968 1068900    0    0     0    24  588  280  0  1 99  0  0  0
 0  0      0 507116  44968 1068900    0    0     0     0  438  224  0  0 100  0  0  0
 0  0      0 507092  44968 1068900    0    0     0     0  558  248  0  0 99  0  0  0
 0  0      0 507592  44968 1068904    0    0     0     0  568  299  1  0 99  0  0  0
 1  0      0 507384  44968 1068904    0    0     0     8  558  251  0  0 100  0  0  0
 0  0      0 507032  44976 1068908    0    0     0    28  632  307  0  1 99  0  0  0
 0  0      0 507144  44976 1068908    0    0     0     0  474  222  0  0 100  0  0  0
 0  0      0 507724  44976 1068912    0    0     0     0  658  264  0  1 99  0  0  0
 0  0      0 507768  44976 1068912    0    0     0     0  675  297  0  1 99  0  0  0
 0  0      0 507892  44976 1068912    0    0     0     0  636  310  0  0 100  0  0  0
 0  0      0 507720  44984 1068916    0    0     0    16  885  352  0  1 99  0  0  0
 0  0      0 502948  44984 1072484    0    0     0     0  905  371  0  0 99  0  0  0
 0  0      0 496080  44984 1080544    0    0     0     0  894  335  0  1 99  0  0  0
 0  0      0 495936  44984 1080548    0    0     0     0  947  381  0  1 99  0  0  0
 1  0      0 494160  44984 1080552    0    0     0     0  844  381  0  1 99  0  0  0
 0  0      0 495888  44992 1080556    0    0     0    28 1067  456  0  1 99  0  0  0
 0  0      0 496088  44992 1080560    0    0     0     0  914  361  0  1 99  0  0  0
 0  0      0 495828  44992 1080564    0    0     0     0  844  369  0  1 99  0  0  0
 0  0      0 495580  44992 1080568    0    0     0     0  856  353  0  1 99  0  0  0
 0  0      0 495908  44992 1080568    0    0     0     0  923  368  0  1 99  0  0  0
 0  0      0 495864  45000 1080572    0    0     0    28  799  343  0  1 99  0  0  0
 0  0      0 495468  45000 1080576    0    0     0     0 1008  357  0  1 99  0  0  0
 0  0      0 495256  45000 1080576    0    0     0     0  756  320  0  1 99  0  0  0
 0  0      0 495220  45000 1080580    0    0     0     0  889  391  0  1 99  0  0  0
 0  0      0 495084  45000 1080584    0    0     0     0  833  330  0  1 99  0  0  0
 0  0      0 494492  45008 1080588    0    0     0    16  723  326  0  1 99  0  0  0
 0  0      0 494596  45008 1080588    0    0     0     0  844  326  0  1 99  0  0  0
 0  0      0 495508  45008 1080592    0    0     0     0  951  336  0  1 99  0  0  0
 0  0      0 494936  45008 1080596    0    0     0    76  815  353  0  0 100  0  0  0
 0  0      0 496360  45008 1080596    0    0     0     0  861  314  0  1 99  0  0  0
 1  0      0 496180  45016 1080600    0    0     0    24 2319  335  0  1 99  0  0  0
 0  0      0 496668  45016 1080604    0    0     0    36  809  335  0  1 99  0  0  0
 0  0      0 495992  45016 1080604    0    0     0     0  734  299  0  1 99  0  0  0
 0  0      0 495260  45016 1080608    0    0     0     0  924  337  0  1 99  0  0  0
 0  0      0 495720  45016 1080608    0    0     0     0  795  286  0  1 99  0  0  0
 0  0      0 495832  45024 1080612    0    0     0    20  853  346  0  1 99  0  0  0
 0  0      0 495340  45024 1080616    0    0     0     0  782  302  0  1 99  0  0  0
 0  0      0 495124  45024 1080624    0    0     0     0  797  302  0  1 99  0  0  0
 0  0      0 495892  45024 1080624    0    0     0     0  853  310  0  1 99  0  0  0
 0  0      0 496016  45024 1080628    0    0     0     0  851  327  0  1 99  0  0  0
 0  0      0 495780  45032 1080628    0    0     0    16  882  312  0  1 99  0  0  0
 0  0      0 495980  45032 1080632    0    0     0     0  771  312  0  1 99  0  0  0
 1  0      0 495524  45032 1080636    0    0     0     0  780  295  0  1 99  0  0  0
 0  0      0 496356  45032 1080636    0    0     0     0  946  356  0  1 99  0  0  0
 0  0      0 495992  45032 1080640    0    0     0     0  797  337  0  0 99  0  0  0
 0  0      0 495252  45040 1080644    0    0     0    20  798  326  0  0 99  0  0  0
 0  0      0 495740  45040 1080644    0    0     0   112  856  322  0  1 99  0  0  0
 0  0      0 496076  45040 1080648    0    0     0     0  786  264  0  1 99  0  0  0
 0  0      0 496000  45040 1080652    0    0     0     0  817  319  0  1 99  0  0  0
 0  0      0 496248  45040 1080652    0    0     0     0  802  328  0  1 99  0  0  0
 0  0      0 495884  45040 1080656    0    0     0     0  692  301  0  0 100  0  0  0
 0  0      0 495964  45048 1080660    0    0     0    24  879  321  0  1 99  0  0  0
 0  0      0 496232  45048 1080660    0    0     0     0  735  338  0  0 99  0  0  0
 0  0      0 496484  45048 1080664    0    0     0     0  880  416  0  1 99  0  0  0
 1  0      0 496024  45048 1080668    0    0     0     0  858  333  0  1 99  0  0  0
 0  0      0 496548  45048 1080668    0    0     0     0  900  303  0  1 99  0  0  0
 0  0      0 495948  45056 1080672    0    0     0    16  802  315  0  1 99  0  0  0
 0  0      0 493324  45056 1080676    0    0     0     0  904  335  0  1 99  0  0  0
 0  0      0 495308  45056 1080676    0    0     0     0  849  335  0  1 99  0  0  0
 0  0      0 495152  45056 1080680    0    0     0    84  755  296  0  0 100  0  0  0
 0  0      0 494732  45056 1080680    0    0     0     0  702  288  0  0 99  0  0  0
 0  0      0 495192  45064 1080684    0    0     0    24  859  329  0  1 99  0  0  0
 0  0      0 494804  45064 1080688    0    0     0     0  932  351  0  0 100  0  0  0
 0  0      0 495064  45064 1080692    0    0     0     0 1032  369  1  1 98  0  0  0
 0  0      0 495568  45064 1080692    0    0     0     0  797  306  0  1 99  0  0  0
 0  0      0 495064  45064 1080696    0    0     0     0  731  300  0  1 99  0  0  0
 0  0      0 494676  45072 1080696    0    0     0    48  849  334  0  1 99  0  0  0
 0  0      0 495288  45072 1080696    0    0     0     0  816  318  0  1 99  0  0  0
 0  0      0 495340  45072 1080704    0    0     0     0  976  344  0  1 99  0  0  0
 0  0      0 495728  45072 1080704    0    0     0     0  759  317  0  1 99  0  0  0
 1  0      0 495176  45072 1080708    0    0     0     0  681  287  0  0 100  0  0  0
 0  0      0 495064  45080 1080728    0    0     0    28  939  348  0  1 99  0  0  0
 0  0      0 495268  45080 1080728    0    0     0     0  837  315  0  1 99  0  0  0
 0  0      0 495024  45080 1080732    0    0     0     0  803  370  0  0 99  0  0  0
 0  0      0 494608  45080 1080736    0    0     0     0  818  327  0  1 99  0  0  0
 0  0      0 494912  45080 1080736    0    0     0     0  949  335  0  1 99  0  0  0
 0  0      0 495256  45088 1080740    0    0     0    16  805  334  0  1 99  0  0  0
 0  0      0 495676  45088 1080744    0    0     0     0  881  345  0  1 99  0  0  0
 0  0      0 495952  45088 1080744    0    0     0     0  792  325  0  0 99  0  0  0
 0  0      0 496132  45088 1080748    0    0     0     0  789  318  0  1 99  0  0  0
 0  0      0 495992  45088 1080752    0    0     0     0 1014  344  0  1 99  0  0  0
 0  0      0 495488  45096 1080756    0    0     0    16  833  341  0  0 99  0  0  0
