r,b,swpd,free,buff,cache,si,so,bi,bo,in,cs,us,sy,id,wa,st,time,Principale1,Principale2,Cluster
6,0,0,748096,51684,493540,0,0,0,0,8651,29178,47,44,3,6,0,0 2025-10-22,"1,8607151506","-0,771058706",5
4,3,0,749324,51684,493488,0,0,0,0,9140,31352,48,43,4,5,0,0 2025-10-22,"2,0662780324","-1,123844963",5
7,0,0,748820,51684,493500,0,0,0,0,8910,30778,45,47,3,5,0,0 2025-10-22,"1,883551361","-0,957129489",5
6,0,0,749088,51684,493528,0,0,0,0,7187,23997,40,52,3,5,0,0 2025-10-22,"1,4464585813","-0,845757988",5
12,3,0,746380,51684,493488,0,0,0,0,8736,29808,45,46,3,6,0,0 2025-10-22,"2,9960259729","-1,100503299",5
7,0,0,749036,51684,493488,0,0,0,0,9112,31188,45,46,4,6,0,0 2025-10-22,"2,0735368021","-1,033839823",5
5,0,0,749148,51684,493508,0,0,0,0,9123,31310,46,45,4,6,0,0 2025-10-22,"1,863895953","-0,939132419",5
8,0,0,750488,51684,493488,0,0,0,0,8639,28962,45,47,3,5,0,0 2025-10-22,"1,9085052099","-0,984692585",5
8,0,0,745204,51684,493460,0,0,0,0,9059,30819,44,47,3,6,0,0 2025-10-22,"2,2206394364","-1,283184467",4
6,0,0,748520,51684,493504,0,0,0,0,8860,30324,44,47,3,6,0,0 2025-10-22,"1,9327931795","-0,970461095",5
6,0,0,749088,51684,493520,0,0,0,0,9051,31105,46,45,3,6,0,0 2025-10-22,"1,9506740965","-0,854477083",5
6,0,0,748608,51692,493488,0,0,0,6,8805,30525,46,46,3,5,0,0 2025-10-22,"1,784220389","-1,064230705",5
5,0,0,743904,51692,493532,0,0,0,0,8454,29123,47,45,3,5,0,0 2025-10-22,"1,6212049776","-0,907085814",5
6,0,0,745616,51692,493488,0,0,0,0,8995,31115,45,46,3,5,0,0 2025-10-22,"1,8187967063","-1,102880339",5
7,0,0,747752,51692,493412,0,0,0,0,9170,31179,48,43,3,5,0,0 2025-10-22,"1,9719496978","-1,491450145",4
6,0,0,746820,51692,493456,0,0,0,0,9112,31500,45,46,3,6,0,0 2025-10-22,"2,0333119887","-1,274173907",4
9,1,0,745852,51692,493492,0,0,0,0,8966,30930,45,46,3,6,0,0 2025-10-22,"2,4382168674","-1,062933809",5
8,1,0,749632,51692,493472,0,0,0,0,9232,31656,48,43,3,6,0,0 2025-10-22,"2,3624567764","-1,099075381",5
6,0,0,748372,51692,493464,0,0,0,0,8137,27786,46,45,3,5,0,0 2025-10-22,"1,6559106574","-1,204317012",4
6,0,0,746372,51692,493488,0,0,0,0,8875,31537,48,44,3,6,0,0 2025-10-22,"2,008703513","-1,093080917",5
9,0,0,748196,51692,493488,0,0,0,0,6142,20478,45,47,3,5,0,0 2025-10-22,"1,5977088402","-1,072953624",5
10,0,0,747388,51692,493504,0,0,0,2,8625,29900,47,45,3,5,0,0 2025-10-22,"2,1411357592","-0,922705066",5
9,0,0,749376,51700,493456,0,0,0,6,8103,26736,47,44,4,6,0,0 2025-10-22,"2,09606773","-1,213150913",4
6,0,0,749124,51700,493488,0,0,0,0,6383,20540,43,49,3,6,0,0 2025-10-22,"1,4983252567","-1,082372725",5
7,0,0,744412,51700,493460,0,0,0,0,8450,28931,45,46,3,5,0,0 2025-10-22,"1,8463567511","-1,282952862",4
4,2,0,748772,51700,493496,0,0,0,0,8996,30705,48,44,3,5,0,0 2025-10-22,"1,905206616","-1,030219644",5
7,0,0,748888,51700,493520,0,0,0,2,9030,30837,45,46,3,6,0,0 2025-10-22,"2,0432675244","-0,818090323",5
8,0,0,747392,51700,493488,0,0,0,0,8784,29775,43,48,3,6,0,0 2025-10-22,"2,1303960123","-1,029828511",5
7,0,0,747120,51700,493456,0,0,0,0,8644,29410,46,46,3,5,0,0 2025-10-22,"1,8722466656","-1,234218657",4
13,0,0,748676,51700,493488,0,0,0,0,8658,30143,42,50,3,5,0,0 2025-10-22,"2,4473300998","-0,912433044",5
7,0,0,748928,51700,493516,0,0,0,0,8792,29734,44,48,3,5,0,0 2025-10-22,"1,8336736648","-0,825066074",5
5,0,0,748684,51700,493488,0,0,0,0,8577,29261,48,43,3,5,0,0 2025-10-22,"1,6096749164","-1,035690327",5
6,1,0,750296,51700,493540,0,0,0,0,8620,29485,41,51,3,5,0,0 2025-10-22,"1,8415930227","-0,686498955",5
4,3,0,747908,51700,493468,0,0,0,0,7950,26425,46,46,3,6,0,0 2025-10-22,"2,0739080783","-1,283474857",4
8,0,0,745388,51700,493488,0,0,0,0,7517,25611,44,47,3,6,0,0 2025-10-22,"1,9330466292","-1,111877793",5
9,1,0,748932,51700,493488,0,0,0,0,9057,31496,47,44,3,5,0,0 2025-10-22,"2,2546817834","-0,977786756",5
5,0,0,748948,51700,493472,0,0,0,0,9102,31551,49,42,3,6,0,0 2025-10-22,"1,9021122471","-1,120702045",5
7,0,0,747328,51700,493504,0,0,0,0,9018,31299,46,46,3,5,0,0 2025-10-22,"1,9134659689","-0,92742712",5
10,0,0,749092,51700,493460,0,0,0,0,9174,31423,47,45,3,5,0,0 2025-10-22,"2,2434300062","-1,103024933",5
8,1,0,745640,51716,493496,0,0,0,40,9243,31042,44,47,4,6,0,0 2025-10-22,"2,3888027019","-1,210486093",4
7,0,0,744404,51716,493512,0,0,0,0,9210,31714,44,48,3,6,0,0 2025-10-22,"2,1396164372","-0,919067288",5
10,0,0,747448,51724,493484,0,0,0,98,9136,32017,43,48,3,6,0,0 2025-10-22,"2,4947817463","-1,473542692",4
13,0,0,746524,51724,493480,0,0,0,0,9183,31580,46,46,3,6,0,0 2025-10-22,"2,7292072075","-0,953775381",5
5,2,0,746012,51724,493496,0,0,0,0,9133,31760,47,44,3,5,0,0 2025-10-22,"2,0460563331","-1,021323599",5
7,0,0,742680,51732,493492,0,0,0,12,9035,31263,47,44,3,5,0,0 2025-10-22,"1,9514636656","-1,102169614",5
4,0,0,741216,51732,493484,0,0,0,0,9166,31682,48,43,3,6,0,0 2025-10-22,"1,8664813334","-1,173837503",5
7,0,0,740460,51732,493500,0,0,0,86,9195,31848,45,48,3,5,0,0 2025-10-22,"2,0897190738","-1,493871803",4
10,0,0,737288,51740,493500,0,0,0,28,9038,31544,46,45,3,6,0,0 2025-10-22,"2,4872094422","-1,217907994",4
10,0,0,741584,51740,493500,0,0,0,0,9178,31773,47,44,3,5,0,0 2025-10-22,"2,2645489693","-0,949850828",5
5,0,0,744952,51740,493500,0,0,0,0,9129,31854,44,48,3,5,0,0 2025-10-22,"1,7608596957","-0,938731378",5
7,0,0,744204,51740,493524,0,0,0,0,9070,31473,48,44,3,6,0,0 2025-10-22,"2,1096039116","-0,796317176",5
8,1,0,740044,51740,493500,0,0,0,0,9088,31740,45,46,3,5,0,0 2025-10-22,"2,2286230119","-1,039915529",5
6,0,0,740864,51740,493532,0,0,0,0,9068,31607,45,46,3,6,0,0 2025-10-22,"2,0206782419","-0,846169334",5
8,1,0,743548,51740,493500,0,0,0,0,8780,29720,43,48,3,5,0,0 2025-10-22,"2,1234697264","-0,966090477",5
6,0,0,745276,51740,493468,0,0,0,40,8882,30692,44,47,3,6,0,0 2025-10-22,"2,0267039732","-1,342814948",4
9,0,0,740060,51740,493508,0,0,0,0,8742,30004,46,46,3,5,0,0 2025-10-22,"2,1091415525","-0,964264349",5
8,0,0,738496,51740,493440,0,0,0,0,9094,31576,45,46,3,6,0,0 2025-10-22,"2,3087920253","-1,429322414",4
5,0,0,741276,51740,493500,0,0,0,0,9048,31611,45,47,3,5,0,0 2025-10-22,"1,7781636593","-1,030830995",5
6,0,0,738748,51740,493480,0,0,0,0,9173,31899,46,45,3,6,0,0 2025-10-22,"2,0937241894","-1,20894735",4
5,0,0,738244,51740,493508,0,0,0,0,9302,31587,49,43,3,5,0,0 2025-10-22,"1,8169012562","-1,053669417",5
5,0,0,741424,51748,493468,0,0,0,12,9140,31561,46,45,3,6,0,0 2025-10-22,"1,9797939823","-1,276628735",4
5,2,0,742172,51748,493508,0,0,0,0,9331,32088,47,44,3,6,0,0 2025-10-22,"2,2734075369","-0,992199902",5
4,2,0,741764,51748,493448,0,0,0,0,9251,31875,46,45,3,6,0,0 2025-10-22,"2,2122038812","-1,380394247",4
10,0,0,742600,51748,493452,0,0,0,0,9342,31851,45,46,4,6,0,0 2025-10-22,"2,4815633903","-1,204433521",4
4,2,0,741812,51748,493500,0,0,0,0,9066,31592,46,45,3,6,0,0 2025-10-22,"2,1492150196","-1,069283856",5
4,2,0,742096,51748,493500,0,0,0,0,8932,31944,48,44,3,6,0,0 2025-10-22,"2,160074549","-1,060574391",5
6,0,0,742112,51748,493516,0,0,0,0,9222,31924,45,46,3,6,0,0 2025-10-22,"2,0429127017","-0,889437403",5
7,0,0,740560,51748,493416,0,0,0,0,9126,31730,48,44,3,6,0,0 2025-10-22,"2,2327476526","-1,51556385",4
7,0,0,743268,51748,493480,0,0,0,0,9277,31858,47,45,3,5,0,0 2025-10-22,"1,9977128038","-1,050004774",5
5,0,0,741504,51748,493516,0,0,0,0,9246,31696,44,47,4,5,0,0 2025-10-22,"1,7577093276","-0,909538124",5
5,0,0,741612,51748,493476,0,0,0,0,9280,31668,47,45,3,5,0,0 2025-10-22,"1,813361368","-1,144668474",5
9,1,0,741864,51756,493500,0,0,0,6,9253,31945,45,45,4,6,0,0 2025-10-22,"2,4897550508","-0,984916279",5
5,0,0,741820,51756,493472,0,0,0,0,9145,31561,50,42,3,6,0,0 2025-10-22,"1,9783927277","-1,157414989",5
7,1,0,741668,51756,493500,0,0,0,0,9218,31684,45,47,3,6,0,0 2025-10-22,"2,3232803469","-0,983523925",5
5,1,0,742320,51756,493500,0,0,0,0,9051,31589,48,44,3,6,0,0 2025-10-22,"2,1021196639","-0,999261735",5
7,0,0,738200,51756,493500,0,0,0,6,9188,31968,47,44,3,6,0,0 2025-10-22,"2,187663744","-1,079981764",5
6,1,0,742048,51756,493484,0,0,0,0,9128,31641,46,45,3,6,0,0 2025-10-22,"2,2067278917","-1,088627107",5
8,1,0,741296,51756,493500,0,0,0,0,9116,31467,47,45,3,6,0,0 2025-10-22,"2,4093974306","-0,980164389",5
8,0,0,741800,51756,493484,0,0,0,0,9400,31866,44,47,3,6,0,0 2025-10-22,"2,2807797925","-1,039350944",5
7,0,0,741520,51756,493500,0,0,0,0,9287,31854,45,46,3,5,0,0 2025-10-22,"1,981104333","-0,954918531",5
7,0,0,742068,51756,493524,0,0,0,0,9270,31492,46,46,3,6,0,0 2025-10-22,"2,1454297568","-0,80738212",5
5,1,0,738324,51756,493500,0,0,0,0,9235,31816,46,47,3,5,0,0 2025-10-22,"1,9955160171","-1,080974063",5
5,0,0,742100,51756,493512,0,0,0,0,9249,31688,45,46,3,6,0,0 2025-10-22,"1,9434534232","-0,909719904",5
4,3,0,741848,51756,493500,0,0,0,0,9422,31611,46,46,3,6,0,0 2025-10-22,"2,352845148","-1,064102065",5
11,0,0,742360,51756,493532,0,0,0,0,9273,31465,47,44,3,6,0,0 2025-10-22,"2,5122489971","-0,695603529",5
6,0,0,741576,51756,493500,0,0,0,0,9175,31752,46,47,3,5,0,0 2025-10-22,"1,9042288359","-0,965926855",5
6,0,0,742072,51756,493536,0,0,0,0,9151,31629,47,44,3,6,0,0 2025-10-22,"2,0127309081","-0,752578155",5
4,3,0,739524,51756,493500,0,0,0,0,9051,31680,47,45,3,5,0,0 2025-10-22,"2,1604084169","-1,114602708",5
5,0,0,742400,51756,493456,0,0,0,0,9080,31646,48,44,3,5,0,0 2025-10-22,"1,8025651599","-1,229223906",4
9,1,0,742928,51756,493488,0,0,0,0,9062,31361,46,45,3,6,0,0 2025-10-22,"2,4789642949","-1,001049509",5
5,0,0,740528,51756,493420,0,0,0,0,9277,31799,47,44,3,5,0,0 2025-10-22,"1,8497568972","-1,491016395",4
7,1,0,742184,51756,493504,0,0,0,0,9200,31445,47,45,3,5,0,0 2025-10-22,"2,1265591082","-0,936953358",5
5,0,0,742780,51756,493456,0,0,0,0,9229,31363,46,46,3,5,0,0 2025-10-22,"1,8066086485","-1,219152473",4
6,2,0,741832,51756,493504,0,0,0,0,9035,31375,52,40,3,6,0,0 2025-10-22,"2,3480890684","-0,995218037",5
8,2,0,742376,51756,493484,0,0,0,0,9070,31318,46,46,2,6,0,0 2025-10-22,"2,5690867383","-1,072171121",5
5,0,0,742264,51756,493504,0,0,0,0,9107,31903,47,45,3,5,0,0 2025-10-22,"1,776635492","-0,941865946",5
8,1,0,742184,51756,493572,0,0,0,0,9065,31346,45,47,2,5,0,0 2025-10-22,"2,1686873846","-0,513695033",5
4,3,0,742184,51756,493504,0,0,0,0,9045,31079,48,44,3,6,0,0 2025-10-22,"2,2996673565","-1,038702356",5
6,0,0,742216,51756,493452,0,0,0,0,9048,31207,47,45,3,5,0,0 2025-10-22,"1,8925666026","-1,24540592",4
8,0,0,741376,51756,493420,0,0,0,0,9178,31368,49,43,3,5,0,0 2025-10-22,"2,1349696263","-1,427287904",4
10,0,0,747288,51756,493480,0,0,0,0,9015,31216,47,45,3,5,0,0 2025-10-22,"2,219755059","-0,894207818",5
7,0,0,740076,51756,493504,0,0,0,0,9156,31287,48,44,3,6,0,0 2025-10-22,"2,1611496695","-0,979017022",5
5,1,0,741128,51764,493464,0,0,0,6,9177,31617,45,47,3,5,0,0 2025-10-22,"1,9765646219","-1,245448564",4
5,0,0,741276,51764,493504,0,0,0,0,9126,31077,44,48,3,5,0,0 2025-10-22,"1,7673581791","-0,949850687",5
8,0,0,742292,51764,493480,0,0,0,0,9217,31433,46,46,3,5,0,0 2025-10-22,"2,0879110536","-1,023121021",5
5,2,0,742680,51764,493504,0,0,0,0,9183,31659,47,46,3,5,0,0 2025-10-22,"2,1015729191","-0,953774917",5
6,0,0,742020,51764,493492,0,0,0,0,8963,30987,47,46,2,6,0,0 2025-10-22,"2,056787917","-0,999737598",5
8,0,0,741828,51764,493504,0,0,0,0,9198,31458,49,43,3,5,0,0 2025-10-22,"2,0707947418","-0,889914339",5
8,0,0,741948,51764,493508,0,0,0,0,9241,31451,48,44,3,5,0,0 2025-10-22,"2,0709386694","-0,862353384",5
2,0,0,741660,51764,493504,0,0,0,0,9263,31925,44,48,3,5,0,0 2025-10-22,"1,5016680397","-0,979153993",5
10,0,0,741156,51764,493440,0,0,0,0,9379,31884,49,43,3,5,0,0 2025-10-22,"2,3482333483","-1,258893662",4
4,2,0,740268,51764,493504,0,0,0,0,9137,31758,44,49,3,5,0,0 2025-10-22,"2,0236586023","-1,02777396",5
5,1,0,742152,51764,493524,0,0,0,0,9098,31918,45,48,2,5,0,0 2025-10-22,"1,9437839532","-0,823601928",5
6,1,0,740900,51764,493504,0,0,0,0,9091,31725,43,49,3,5,0,0 2025-10-22,"2,0380173868","-0,96407729",5
10,0,0,741904,51764,493512,0,0,0,0,9457,32018,45,48,3,5,0,0 2025-10-22,"2,3173653364","-0,803050847",5
5,0,0,742192,51764,493504,0,0,0,0,9305,31914,47,45,3,5,0,0 2025-10-22,"1,7941670578","-0,921695268",5
3,3,0,742536,51764,493468,0,0,0,0,9240,31908,47,46,2,5,0,0 2025-10-22,"2,1080623642","-1,222649227",4
7,0,0,740736,51764,493428,0,0,0,2,9323,32325,45,47,2,5,0,0 2025-10-22,"2,0837903065","-1,394157684",4
8,0,0,741820,51764,493472,0,0,0,0,9250,31997,48,45,2,5,0,0 2025-10-22,"2,1393218525","-1,077248595",5
8,1,0,740796,51764,493420,0,0,0,0,9139,31989,44,49,2,5,0,0 2025-10-22,"2,3353471537","-1,439081278",4
10,2,0,742100,51764,493488,0,0,0,0,9178,31969,46,47,2,5,0,0 2025-10-22,"2,6269579668","-0,989262795",5
6,1,0,740956,51764,493504,0,0,0,0,9281,32163,48,45,2,5,0,0 2025-10-22,"2,0877489039","-0,955459148",5
7,1,0,742068,51764,493456,0,0,0,0,9416,32139,46,48,2,5,0,0 2025-10-22,"2,2431119121","-1,199273485",4
4,0,0,741388,51764,493504,0,0,0,0,9384,32432,45,49,2,5,0,0 2025-10-22,"1,7666195542","-0,947987773",5
6,0,0,739928,51764,493468,0,0,0,0,9162,32461,48,45,2,5,0,0 2025-10-22,"1,9651406277","-1,176264722",5
8,3,0,741628,51764,493420,0,0,0,0,9196,32735,47,46,2,5,0,0 2025-10-22,"2,6609471803","-1,458409094",4
7,0,0,744668,51764,493472,0,0,0,0,9422,32697,49,45,2,4,0,0 2025-10-22,"1,8854020333","-1,004037436",5
5,0,0,741504,51764,493512,0,0,0,0,9185,32512,44,50,2,4,0,0 2025-10-22,"1,6625251716","-0,873610277",5
5,0,0,741924,51764,493468,0,0,0,0,9196,32591,48,46,2,4,0,0 2025-10-22,"1,6928555808","-1,128009109",5
11,2,0,742012,51764,493520,0,0,0,0,9211,32150,45,48,2,5,0,0 2025-10-22,"2,7098567747","-0,782778459",5
8,0,0,741504,51764,493472,0,0,0,0,9500,32882,45,49,2,4,0,0 2025-10-22,"2,0243118402","-1,065302763",5
5,0,0,740496,51772,493496,0,0,0,6,9250,32554,48,46,2,4,0,0 2025-10-22,"1,6917574518","-1,00628664",5
8,0,0,741504,51772,493548,0,0,0,0,9157,32617,48,47,1,4,0,0 2025-10-22,"1,9534476659","-0,590320795",5
5,1,0,741972,51772,493504,0,0,0,0,9418,32826,50,44,2,4,0,0 2025-10-22,"1,8440271185","-0,90839698",5
9,0,0,741844,51772,493484,0,0,0,0,9241,32731,48,46,1,4,0,0 2025-10-22,"2,0902247602","-0,953647466",5
5,2,0,741272,51772,493504,0,0,0,0,9440,33045,46,48,2,4,0,0 2025-10-22,"2,0151504344","-0,946217617",5
5,0,0,742280,51772,493472,0,0,0,0,9323,32880,48,46,1,4,0,0 2025-10-22,"1,7126672806","-1,072127576",5
5,0,0,741848,51772,493488,0,0,0,0,9333,32742,46,49,1,4,0,0 2025-10-22,"1,7203303445","-0,984692927",5
8,0,0,742084,51772,493488,0,0,0,0,9417,32962,49,45,1,4,0,0 2025-10-22,"2,0072168687","-0,935063533",5
7,0,0,741224,51772,493504,0,0,0,0,9371,33040,48,47,1,4,0,0 2025-10-22,"1,9198646112","-0,872583896",5
5,0,0,741800,51772,493500,0,0,0,0,9490,32785,50,45,2,4,0,0 2025-10-22,"1,7157790143","-0,912178541",5
4,0,0,742364,51772,493504,0,0,0,0,9513,32950,52,43,1,4,0,0 2025-10-22,"1,6226959642","-0,886954795",5
7,0,0,740916,51772,493484,0,0,0,0,9403,32871,49,45,2,4,0,0 2025-10-22,"1,9098955823","-1,003885775",5
4,3,0,740876,51772,493508,0,0,0,0,9394,32989,48,47,1,4,0,0 2025-10-22,"2,0916538378","-0,966003293",5
4,2,0,741000,51772,493452,0,0,0,0,9578,33025,47,48,2,4,0,0 2025-10-22,"1,9868654821","-1,277198495",4
8,0,0,741096,51772,493508,0,0,0,0,9518,33140,49,47,1,4,0,0 2025-10-22,"2,0485872763","-0,832637605",5
7,1,0,742216,51772,493492,0,0,0,0,9456,33174,47,48,1,4,0,0 2025-10-22,"2,087442026","-0,940734307",5
7,0,0,741868,51772,493508,0,0,0,2,9383,33118,47,47,1,4,0,0 2025-10-22,"1,899141233","-0,844923767",5
3,0,0,742520,51772,493524,0,0,0,0,9258,32969,48,46,1,4,0,0 2025-10-22,"1,4708272411","-0,782522099",5
1,5,0,741764,51772,493508,0,0,0,0,9352,33185,46,48,1,4,0,0 2025-10-22,"2,0846735296","-1,033423001",5
7,0,0,742056,51772,493540,0,0,0,0,9355,33136,49,46,1,4,0,0 2025-10-22,"1,885938624","-0,634991872",5
3,3,0,741816,51772,493508,0,0,0,0,9344,32840,48,48,1,4,0,0 2025-10-22,"1,9947043028","-0,956786091",5
9,0,0,741468,51772,493492,0,0,0,0,9397,32851,48,48,2,4,0,0 2025-10-22,"2,1306420657","-0,908992878",5
7,0,0,740604,51772,493508,0,0,0,0,9362,33404,47,48,1,4,0,0 2025-10-22,"1,9308541678","-0,862353894",5
7,0,0,740804,51772,493480,0,0,0,0,9165,33079,51,44,1,4,0,0 2025-10-22,"1,9227404319","-1,029993811",5
0,0,0,740812,51772,493492,0,0,0,0,7296,25868,38,36,23,3,0,0 2025-10-22,"0,1608265611","-1,16489383",4
0,0,0,740812,51772,493492,0,0,0,0,145,170,1,1,99,0,0,0 2025-10-22,"-3,506514334","-1,543724832",10
0,0,0,740812,51772,493492,0,0,0,0,152,170,0,1,99,0,0,0 2025-10-22,"-3,522788954","-1,545690016",10
0,0,0,740812,51780,493492,0,0,0,6,130,159,0,1,99,0,0,0 2025-10-22,"-3,520711086","-1,558622419",10
0,0,0,740812,51780,493492,0,0,0,0,245,233,0,1,99,0,0,0 2025-10-22,"-3,513768144","-1,524902251",10
0,0,0,740812,51780,493492,0,0,0,0,129,161,1,1,99,0,0,0 2025-10-22,"-3,508808146","-1,524630665",10
0,0,0,741568,51780,493492,0,0,0,0,129,162,0,1,99,0,0,0 2025-10-22,"-3,532043311","-1,508151411",10
0,0,0,742324,51788,493492,0,0,0,6,148,168,1,1,99,0,0,0 2025-10-22,"-3,515443983","-1,499900655",10
0,0,0,742324,51788,493492,0,0,0,0,130,158,0,1,99,0,0,0 2025-10-22,"-3,539098959","-1,470287147",10
1,0,0,742828,51788,493492,0,0,0,0,125,158,0,1,99,0,0,0 2025-10-22,"-3,445327457","-1,44337661",10
0,0,0,743332,51788,493492,0,0,0,0,124,160,0,1,99,0,0,0 2025-10-22,"-3,548071566","-1,44564889",10
0,0,0,743836,51788,493492,0,0,0,0,127,159,0,1,99,0,0,0 2025-10-22,"-3,552082244","-1,433260304",10
0,0,0,744340,51788,493492,0,0,0,0,137,161,0,1,99,0,0,0 2025-10-22,"-3,555406377","-1,420769427",10
0,0,0,744844,51788,493492,0,0,0,0,142,156,1,1,99,0,0,0 2025-10-22,"-3,542453679","-1,406315456",10
0,0,0,744844,51788,493492,0,0,0,0,151,172,1,1,99,0,0,0 2025-10-22,"-3,541271247","-1,406135541",10
0,0,0,745096,51788,493492,0,0,0,0,137,167,0,1,99,0,0,0 2025-10-22,"-3,56163101","-1,402214727",10
0,0,0,745348,51788,493492,0,0,0,8,131,152,0,1,99,0,0,0 2025-10-22,"-3,558055784","-1,438763239",10
0,0,0,745348,51796,493492,0,0,0,6,145,164,0,1,99,0,0,0 2025-10-22,"-3,558854948","-1,408551171",10
0,0,0,745348,51796,493492,0,0,0,4,142,164,0,1,99,0,0,0 2025-10-22,"-3,560766125","-1,397942828",10
0,0,0,745600,51796,493492,0,0,0,0,244,222,1,1,98,0,0,0 2025-10-22,"-3,530674124","-1,365952184",10
0,0,0,745600,51796,493492,0,0,0,0,132,158,1,1,99,0,0,0 2025-10-22,"-3,550323711","-1,368569231",10
0,0,0,745852,51796,493492,0,0,0,0,130,164,0,1,99,0,0,0 2025-10-22,"-3,569361965","-1,364449716",10
0,0,0,745852,51796,493492,0,0,0,0,132,153,1,1,99,0,0,0 2025-10-22,"-3,552571376","-1,362412231",10
0,0,0,746104,51796,493492,0,0,0,0,115,152,0,1,99,0,0,0 2025-10-22,"-3,573094901","-1,358514188",10
2,0,0,746104,51796,493492,0,0,0,0,132,172,1,1,99,0,0,0 2025-10-22,"-3,357311655","-1,326917165",10
0,0,0,746356,51796,493492,0,0,0,0,153,171,0,1,99,0,0,0 2025-10-22,"-3,571425193","-1,351771148",10
0,0,0,746356,51796,493492,0,0,0,0,138,161,1,1,99,0,0,0 2025-10-22,"-3,556097402","-1,349949059",10
1,0,0,746356,51796,493492,0,0,0,0,125,159,0,1,99,0,0,0 2025-10-22,"-3,475713883","-1,337559107",10
0,0,0,746356,51796,493492,0,0,0,0,129,157,0,1,99,0,0,0 2025-10-22,"-3,573870741","-1,352136663",10
0,0,0,745852,51796,493492,0,0,0,0,128,154,0,1,99,0,0,0 2025-10-22,"-3,569783801","-1,364515383",10
1,0,0,745600,51796,493492,0,0,0,0,146,164,0,1,99,0,0,0 2025-10-22,"-3,46738025","-1,355798963",10
0,0,0,745600,51796,493492,0,0,0,0,130,157,0,1,99,0,0,0 2025-10-22,"-3,567410506","-1,370654544",10
0,0,0,745600,51796,493492,0,0,0,0,131,158,1,0,99,0,0,0 2025-10-22,"-3,567895776","-1,37061873",10
0,0,0,746104,51796,493492,0,0,0,0,133,154,0,1,99,0,0,0 2025-10-22,"-3,571470552","-1,35827393",10
0,0,0,746356,51796,493492,0,0,0,0,237,232,1,1,98,0,0,0 2025-10-22,"-3,537412514","-1,347471875",10
0,0,0,746608,51796,493492,0,0,0,0,132,162,0,1,99,0,0,0 2025-10-22,"-3,575609071","-1,345901092",10
0,0,0,746608,51796,493492,0,0,0,0,133,156,1,1,99,0,0,0 2025-10-22,"-3,558782561","-1,343856583",10
0,0,0,746860,51804,493492,0,0,0,6,137,167,0,1,99,0,0,0 2025-10-22,"-3,572898034","-1,352244364",10
0,0,0,746860,51804,493492,0,0,0,0,130,153,1,1,99,0,0,0 2025-10-22,"-3,56191503","-1,31839381",10
0,0,0,749916,51804,493488,0,0,0,0,166,206,1,1,98,0,0,0 2025-10-22,"-3,571915927","-1,266005333",10
0,0,0,749916,51804,493488,0,0,0,0,147,163,0,0,99,0,0,0 2025-10-22,"-3,617281431","-1,271430643",10
0,0,0,750168,51804,493488,0,0,0,0,137,161,1,1,99,0,0,0 2025-10-22,"-3,585958354","-1,261298622",10
1,0,0,750672,51804,493488,0,0,0,0,136,164,0,1,99,0,0,0 2025-10-22,"-3,508649919","-1,236380026",10
0,0,0,750168,51804,493488,0,0,0,0,128,150,0,1,99,0,0,0 2025-10-22,"-3,603904481","-1,263514126",10
0,0,0,750420,51804,493488,0,0,0,0,147,162,1,1,99,0,0,0 2025-10-22,"-3,587182926","-1,254988659",10
0,0,0,750168,51804,493488,0,0,0,0,136,156,0,1,99,0,0,0 2025-10-22,"-3,603056386","-1,263386973",10
0,0,0,750672,51804,493488,0,0,0,0,129,153,0,1,99,0,0,0 2025-10-22,"-3,607991421","-1,251135407",10
0,0,0,750168,51804,493488,0,0,0,0,141,157,0,1,99,0,0,0 2025-10-22,"-3,602594207","-1,263318464",10
0,0,0,750420,51804,493488,0,0,0,0,129,156,0,1,99,0,0,0 2025-10-22,"-3,605793124","-1,257300379",10
0,0,0,750672,51804,493488,0,0,0,0,245,237,1,1,99,0,0,0 2025-10-22,"-3,578880986","-1,247248129",10
0,0,0,750168,51804,493488,0,0,0,0,131,157,0,1,99,0,0,0 2025-10-22,"-3,603469197","-1,263447512",10
1,0,0,750168,51804,493488,0,0,0,0,123,154,0,1,99,0,0,0 2025-10-22,"-3,505785753","-1,248941503",10
0,0,0,750420,51804,493488,0,0,0,2,135,160,0,1,99,0,0,0 2025-10-22,"-3,603520714","-1,267854063",10
0,0,0,750168,51804,493488,0,0,0,0,136,162,1,1,99,0,0,0 2025-10-22,"-3,58602117","-1,261307541",10
0,0,0,750420,51804,493488,0,0,0,0,149,192,1,1,99,0,0,0 2025-10-22,"-3,586267413","-1,254843278",10
0,0,0,749664,51812,493616,0,0,0,16,181,196,1,1,98,0,0,0 2025-10-22,"-3,65322096","-0,566301266",11
0,0,0,749664,51812,493616,0,0,0,0,134,165,0,1,99,0,0,0 2025-10-22,"-3,696445109","-0,484827036",11
0,0,0,749916,51820,493616,0,0,0,74,139,171,0,1,99,0,0,0 2025-10-22,"-3,637654242","-0,853166248",11
0,0,0,750168,51820,493616,0,0,0,0,134,159,0,1,99,0,0,0 2025-10-22,"-3,701513377","-0,453160577",11
1,0,0,750168,51820,493616,0,0,0,0,127,155,0,1,99,0,0,0 2025-10-22,"-3,603767119","-0,438645649",11
0,0,0,750420,51828,493616,0,0,0,6,130,151,0,1,99,0,0,0 2025-10-22,"-3,699910721","-0,459671807",11
