r,b,free,buff,cache,bi,bo,in,cs,us,sy,id,wa,Principale1,Principale2,Principale3,Principale4,Principale5,Principale6,Principale7,Principale8,Cluster
0,0,506124,44088,1055268,0,16,929,337,0,1,99,0,"0,1142205389","-1,621419818","-0,01302163","0,1583825922","0,0952162069","-0,339179693","-0,618802726","-0,853444101",7
0,0,506120,44088,1055268,0,24,1072,342,0,2,98,0,"2,1005113571","-1,772450702","-0,994556423","-0,322133281","-0,307625792","-0,51781312","-0,509232165","0,8258863691",1
0,0,505744,44088,1055272,0,68,1002,325,0,2,98,0,"2,0830871779","-1,854211263","-0,328888105","-0,148044083","0,4677381022","-1,313477746","-1,236038621","1,3839512482",1
0,0,506508,44088,1055272,0,0,858,291,0,1,99,0,"-0,304178711","-1,714431554","-0,252461838","0,1477332189","-0,138852048","-0,065889081","-0,319768503","-0,983823033",7
0,0,505704,44088,1055276,0,0,965,335,0,1,99,0,"0,1352791782","-1,594482368","-0,328238206","0,0968888066","-0,168213379","-0,059935134","-0,400769193","-1,080737013",7
0,0,505680,44096,1055280,0,24,1051,319,0,2,98,0,"1,981056267","-1,80084477","-1,059285804","-0,304052647","-0,27545582","-0,531507144","-0,540244122","0,8266139043",1
0,0,505980,44096,1055280,0,0,1057,359,0,1,98,0,"1,1732069009","-1,488882796","-0,397404299","-0,039788294","-0,333521556","0,0065810613","-0,21924893","-0,816987731",7
0,0,505532,44096,1055284,0,8,725,266,0,1,99,0,"-0,653423232","-1,833636081","-0,125596279","0,2515356775","0,0952433699","-0,23566367","-0,478197634","-0,961758416",7
0,0,505908,44096,1055284,0,0,1033,350,0,1,98,0,"1,0852727279","-1,515954369","-0,398188122","-0,025846947","-0,317707989","0,0017622847","-0,218614775","-0,816515242",7
0,0,504772,44096,1055284,0,0,952,329,0,1,99,0,"0,1090242714","-1,603041834","-0,401165971","0,1138151932","-0,125940696","-0,075632258","-0,46325034","-1,145610592",7
0,0,505444,44096,1055292,0,0,794,302,0,1,99,0,"-0,393702006","-1,743646534","-0,243748522","0,188893729","-0,073824452","-0,081097058","-0,366467861","-1,110914991",7
1,0,504132,44104,1055296,0,24,1202,357,0,2,98,0,"2,6180913737","-1,709597295","-1,480851774","-0,722913299","1,4998040445","0,3175064789","0,0782336616","0,8783498099",1
0,0,505864,44104,1055296,0,0,920,299,0,1,99,0,"-0,108265031","-1,637634878","-0,350836362","0,1220817519","-0,144269097","-0,06918289","-0,384759178","-1,017269506",7
1,0,501772,44104,1055300,0,0,1163,350,0,2,98,0,"2,4595001382","-1,753735013","-1,999412474","-0,750035468","1,2114351062","0,7050893587","0,3170327513","0,3704485581",1
0,0,505600,44104,1055300,0,0,1034,370,0,1,99,0,"0,4248691879","-1,482028929","-0,330832637","0,0581764636","-0,204453349","-0,047107049","-0,420632924","-1,117550684",7
0,0,506256,44104,1055304,0,0,994,316,0,1,98,0,"0,8595699508","-1,563484233","-0,407639537","-0,005665726","-0,303952334","-0,004294523","-0,191458767","-0,74203198",7
0,0,505288,44112,1055304,0,16,630,258,0,1,99,0,"-0,874811086","-1,890223917","0,0562940701","0,3260056857","0,2804644361","-0,387388937","-0,592775112","-0,894502946",7
0,0,506308,44112,1055308,0,0,1138,493,0,2,98,0,"2,6605467634","-1,524385732","-1,069279978","-0,451839991","-0,781612467","-0,040444641","-0,072362268","0,2851580089",1
0,0,505696,44112,1055308,0,0,937,320,0,1,99,0,"0,0089791472","-1,591647949","-0,33482675","0,1121410173","-0,151311929","-0,064324424","-0,395031985","-1,058362417",7
1,0,502140,44112,1055312,0,0,1338,379,0,2,97,0,"3,7162846329","-1,579767884","-2,13762686","-0,929615646","1,0047485761","0,7784304734","0,4755569471","0,6672310783",1
0,0,506328,44112,1055316,0,0,929,307,0,1,99,0,"-0,074756344","-1,606250094","-0,306750857","0,1112221541","-0,167741719","-0,059091029","-0,352324283","-0,989005131",7
0,0,506100,44120,1055316,0,16,830,300,0,1,99,0,"-0,264242821","-1,680462961","0,0035034465","0,2118623434","0,1502199186","-0,353108873","-0,595151387","-0,819991583",7
0,0,506192,44120,1055320,0,0,922,296,0,1,99,0,"-0,127633243","-1,611016944","-0,335235678","0,1174465097","-0,156518028","-0,064151598","-0,362735644","-0,980214831",7
0,0,505720,44120,1055320,0,0,911,286,0,1,99,0,"-0,174762277","-1,632119979","-0,383043796","0,1293441157","-0,131221572","-0,074558414","-0,395450137","-1,003739497",7
0,0,506236,44120,1055324,0,0,932,319,0,1,98,0,"0,7137642363","-1,581088538","-0,338117552","0,0243088018","-0,276669434","-0,005786761","-0,16770046","-0,769783218",7
0,0,504984,44120,1055328,0,0,1016,326,0,2,98,0,"1,8237603113","-1,777968762","-1,422512925","-0,35374185","-0,631589085","-0,113627925","-0,179705202","0,4330435683",1
0,0,505432,44128,1055332,0,16,819,320,0,1,99,0,"-0,204238783","-1,659008489","0,007706956","0,2212516943","0,1745293562","-0,357296139","-0,630550844","-0,910084234",7
0,0,505744,44128,1055332,0,0,931,306,0,1,99,0,"-0,059412055","-1,583760712","-0,357501215","0,1160184312","-0,146489387","-0,06699907","-0,39368692","-1,02678192",7
0,0,504932,44128,1055336,0,0,756,290,1,1,99,0,"0,5983595237","-1,44678875","0,9553635344","0,4248535112","-0,078348955","0,2404686353","0,069509729","-2,079835482",8
0,0,506068,44128,1055336,0,0,923,328,0,1,99,0,"-0,013349195","-1,565268604","-0,274143798","0,1133920306","-0,161197427","-0,056240531","-0,360004898","-1,044330858",7
0,0,505668,44128,1055340,0,0,890,295,0,1,99,0,"-0,196024564","-1,625210425","-0,345303008","0,1387069523","-0,122446395","-0,073272641","-0,38773598","-1,030158414",7
0,0,505520,44136,1055340,0,16,958,314,0,2,98,0,"1,692844774","-1,808945253","-1,10775485","-0,281138757","-0,35885249","-0,395316886","-0,385537458","0,6905126123",1
0,0,505656,44136,1055344,0,72,821,283,0,1,99,0,"-0,078151202","-1,69367233","0,7785569547","0,3920805339","1,0992053882","-1,35911117","-1,545364505","-0,076547223",10
0,0,505528,44136,1055344,0,0,887,295,0,1,99,0,"-0,201086793","-1,615920033","-0,353420925","0,1414195472","-0,115907945","-0,07502762","-0,395969044","-1,039754101",7
0,0,506580,44136,1055348,0,0,995,352,0,2,98,0,"1,8088866736","-1,732156368","-1,218249917","-0,364554734","-0,689248954","-0,082568367","-0,049241338","0,5074127112",1
1,0,506060,44136,1055352,0,0,1365,399,0,3,97,0,"4,5670641414","-1,73618406","-2,731367207","-1,337050649","0,477972915","0,7496047991","0,8550113177","2,2345846924",1
0,0,505284,44144,1055356,0,40,796,287,0,1,99,0,"-0,263658285","-1,68984005","0,304566925","0,3108770735","0,5953004137","-0,79561682","-1,036424812","-0,547044749",7
0,0,505800,44144,1055360,0,0,1006,318,0,2,98,0,"1,740800283","-1,749737101","-1,368035038","-0,357170761","-0,655398817","-0,102922603","-0,12017059","0,5147594938",1
0,0,505948,44144,1055360,0,8,990,325,0,2,98,0,"1,7576943733","-1,75565925","-1,203861839","-0,327629332","-0,523895733","-0,241633474","-0,232205671","0,6136324521",1
0,0,505544,44144,1055364,0,0,924,317,0,1,99,0,"-0,036785318","-1,552145303","-0,342025501","0,1194277197","-0,138877474","-0,066181518","-0,400553317","-1,059873807",7
0,0,505744,44144,1055364,0,0,895,293,0,2,98,0,"1,3829660806","-1,857878013","-1,312191237","-0,297950058","-0,597359072","-0,116324857","-0,091517893","0,5087151261",1
0,0,506328,44152,1055372,0,28,838,289,0,1,98,0,"0,4967883399","-1,635289869","0,11789395","0,157684105","0,2316233693","-0,513254097","-0,593681046","-0,364661965",7
0,0,506052,44152,1055372,0,0,1103,342,0,2,98,0,"2,0527032137","-1,638436299","-1,396741392","-0,411693303","-0,714259939","-0,087108733","-0,129809694","0,5346440473",1
0,0,505920,44152,1055376,0,0,1199,403,0,2,97,0,"3,2420816011","-1,506952524","-1,417881218","-0,551054088","-0,876354635","-0,016236081","0,0342364832","0,6991729299",1
0,0,505880,44152,1055376,0,0,815,303,0,1,99,0,"-0,36575564","-1,632644321","-0,233316522","0,1716449979","-0,099447553","-0,070041781","-0,340643287","-1,051611713",7
0,0,505708,44152,1055380,0,0,866,308,0,1,99,0,"-0,217680615","-1,590130939","-0,289163249","0,1474384621","-0,116869166","-0,068678342","-0,370159898","-1,052626048",7
0,0,505672,44160,1055380,0,16,752,297,0,1,99,0,"-0,463734144","-1,678451147","0,0427844645","0,2540527187","0,201641107","-0,361730761","-0,595275416","-0,86772614",7
0,0,505736,44160,1055384,0,0,980,316,0,2,98,0,"1,6678133806","-1,745364369","-1,351226858","-0,343892846","-0,640919795","-0,10476386","-0,114885409","0,507655047",1
0,0,505560,44160,1055384,0,0,982,353,0,2,98,0,"1,8053689184","-1,707606638","-1,283321581","-0,348295477","-0,645549253","-0,096606816","-0,114706899","0,4283103242",1
0,0,505912,44160,1055388,0,0,932,331,0,2,98,0,"1,5957406892","-1,764707167","-1,25312726","-0,324102024","-0,630502074","-0,100150312","-0,07913438","0,4743357384",1
0,0,506260,44160,1055392,0,0,662,260,0,1,99,0,"-0,904268241","-1,774642563","-0,140556148","0,2493487093","-0,03414095","-0,083735931","-0,271625308","-1,006294808",7
0,0,506352,44168,1055384,0,16,869,291,0,1,99,0,"-0,218710538","-1,580650517","-0,041367347","0,189372938","0,1262770986","-0,347265397","-0,592957913","-0,752161691",7
0,0,506108,44168,1055388,0,0,978,306,0,2,98,0,"1,6152275252","-1,742374181","-1,343147497","-0,345687246","-0,651180882","-0,101769295","-0,091035988","0,5564252219",1
0,0,505708,44168,1055396,0,0,1090,312,0,2,98,0,"1,9239653066","-1,654237533","-1,478779952","-0,397896444","-0,687221541","-0,100541554","-0,159206939","0,5613999294",1
0,0,505868,44168,1055400,0,0,773,290,0,1,99,0,"-0,517588254","-1,651014207","-0,220504554","0,1938788513","-0,076788012","-0,075057955","-0,329651922","-1,041615012",7
0,0,507240,44168,1055400,0,0,801,266,0,1,99,0,"-0,572924211","-1,64615003","-0,197426968","0,1688394068","-0,133749865","-0,060299743","-0,252177125","-0,879613047",7
0,0,506684,44176,1055404,0,28,984,373,0,2,98,0,"1,9695263786","-1,66009062","-0,733730733","-0,280043898","-0,232232868","-0,570672948","-0,486723977","0,8593153484",1
0,0,507444,44176,1055404,0,0,1117,342,0,2,98,0,"2,0388594504","-1,580784256","-1,304565738","-0,434289108","-0,772429252","-0,064403944","-0,035835621","0,6570523188",1
0,0,506228,44176,1055408,0,0,740,280,0,1,99,0,"-0,646227106","-1,670897932","-0,180803278","0,2075775029","-0,072906425","-0,073737149","-0,295074292","-1,00678279",7
0,0,506556,44176,1055408,0,0,1185,355,0,2,98,0,"2,2781448781","-1,521741614","-1,41597175","-0,460467622","-0,772798526","-0,070517993","-0,119278146","0,5928805398",1
0,0,506420,44176,1055412,0,0,762,276,0,1,98,0,"0,1273618133","-1,658345628","-0,24588228","0,1107666111","-0,196345599","-0,02038396","-0,103842998","-0,731276447",7
0,0,506704,44184,1055412,0,16,941,319,0,1,98,0,"0,7792920633","-1,471307015","-0,075266325","0,060901055","-0,03406214","-0,278957302","-0,396946529","-0,495432582",7
0,0,507024,44184,1055416,0,0,774,281,0,1,99,0,"-0,585210543","-1,627024173","-0,152785636","0,1818330283","-0,117943716","-0,059546178","-0,250975873","-0,929541597",7
0,0,505752,44184,1055416,0,68,775,281,0,1,99,0,"-0,23164597","-1,649945355","0,7667942024","0,400320815","1,0506753457","-1,286594176","-1,454303563","-0,122421645",10
0,0,506644,44184,1055420,0,0,998,329,0,2,98,0,"1,7232493729","-1,674114384","-1,271620057","-0,365203392","-0,686352659","-0,085283871","-0,051879984","0,5705987941",1
0,0,505828,44184,1055420,0,0,950,284,0,1,98,0,"0,634196126","-1,500527872","-0,472242898","0,0223554322","-0,2593177","-0,017287447","-0,21277815","-0,710413701",7
0,0,505640,44184,1055424,0,0,812,294,0,1,99,0,"-0,404775618","-1,592976992","-0,271318183","0,1757917552","-0,086507769","-0,074455123","-0,358152559","-1,045035277",7
0,0,506216,44192,1055428,0,24,991,317,0,1,99,0,"0,2061875968","-1,425900885","-0,003325289","0,1498367999","0,2024033569","-0,476613546","-0,768939946","-0,643874498",7
1,0,505936,44192,1055428,0,0,859,311,0,1,99,0,"-0,152301157","-1,590820083","-0,48707197","-0,208009285","1,6714164226","0,7907797894","0,4218512936","-0,855202388",6
0,0,506480,44192,1055432,0,0,903,317,0,1,99,0,"-0,128971524","-1,484053374","-0,250098539","0,1181594656","-0,164464071","-0,050512924","-0,324426423","-0,979949273",7
0,0,506336,44192,1055432,0,4,788,305,0,1,99,0,"-0,430861401","-1,583916599","-0,107424017","0,1905466779","-0,039055701","-0,132741181","-0,361218879","-0,96459422",7
0,0,506812,44192,1055436,0,0,1196,345,0,2,98,0,"2,2590376493","-1,495511459","-1,431368322","-0,467820301","-0,784341624","-0,068132893","-0,108286073","0,6406598523",1
0,0,506568,44200,1055436,0,52,1004,322,0,1,98,0,"1,1103728062","-1,404331544","0,3933997261","0,138852293","0,5362007797","-0,915783268","-1,017766071","-0,000129186",10
0,0,505932,44200,1055444,0,0,975,328,0,1,99,0,"0,1009737297","-1,409289623","-0,344209215","0,0863924368","-0,178750227","-0,051506542","-0,385706084","-1,009694395",7
0,0,506272,44200,1055444,0,0,1100,372,0,2,98,0,"2,1298334961","-1,530516167","-1,311724854","-0,418584347","-0,729351404","-0,07252324","-0,100123251","0,512331218",1
0,0,506316,44200,1055448,0,0,928,306,0,1,98,0,"0,6367779418","-1,465325049","-0,362426754","0,0243461127","-0,273923863","-0,003835828","-0,161537123","-0,715816101",7
0,0,506736,44200,1055448,0,0,871,316,0,1,99,0,"-0,221083946","-1,493992683","-0,199339661","0,1311513398","-0,159593685","-0,048083054","-0,294431242","-0,968973621",7
0,0,506420,44208,1055452,0,16,1212,562,0,1,98,0,"2,2855410192","-0,98573548","0,1655062592","-0,106113338","-0,210646313","-0,198584512","-0,430083404","-0,832442397",7
0,0,506160,44208,1055452,0,0,619,266,0,1,99,0,"-0,998417845","-1,72382598","-0,092428044","0,2691737681","-0,013005507","-0,082754229","-0,257919908","-1,02729819",7
0,0,505932,44208,1055456,0,0,1119,363,0,2,98,0,"2,1540533247","-1,514301963","-1,37909626","-0,423409978","-0,722466278","-0,078765139","-0,134063906","0,5125108589",1
0,0,505832,44208,1055460,0,0,851,299,0,2,98,0,"1,2765456069","-1,77938259","-1,249650673","-0,280259357","-0,582672125","-0,111656129","-0,063628072","0,5071972809",1
3,0,506332,44208,1055460,0,0,945,308,0,2,98,0,"1,7913035201","-1,889779639","-1,971569283","-1,397440702","4,7381239086","2,4625273671","2,2500704049","1,0942963865",5
0,0,506304,44216,1055464,0,16,950,318,0,1,99,0,"0,0631856794","-1,413815501","-0,072591194","0,1440475749","0,0850654329","-0,333445774","-0,614877827","-0,754775293",7
2,0,504720,44216,1055464,0,0,902,310,0,1,99,0,"0,0703938424","-1,591822381","-0,858308633","-0,571817342","3,4928007118","1,6291817224","1,0910180357","-0,7476061",5
0,0,506620,44216,1055468,0,0,1044,338,0,2,98,0,"1,8603077054","-1,578390646","-1,303652807","-0,390231118","-0,708121394","-0,078938281","-0,066085813","0,5822807416",1
0,0,505872,44216,1055468,0,0,1067,316,0,1,98,0,"1,0232484503","-1,328138843","-0,521679428","-0,041903984","-0,321354782","0,0001302695","-0,24056048","-0,704935054",7
0,0,506308,44216,1055472,0,0,642,260,0,1,99,0,"-0,968944385","-1,697965271","-0,119368626","0,2567216334","-0,026922036","-0,080702521","-0,258036481","-0,992704143",7
0,0,502508,44224,1055472,0,84,840,295,0,1,99,0,"0,1390158975","-1,545128027","0,71476827","0,4474194624","1,403457636","-1,609414001","-1,962147476","-0,147459539",10
0,0,506524,44224,1055476,0,0,879,317,0,1,99,0,"-0,197398178","-1,449694947","-0,223434002","0,1284406853","-0,155427481","-0,04914345","-0,310749358","-0,976164072",7
0,0,505752,44224,1055476,0,0,1074,360,0,2,98,0,"2,034371727","-1,526196966","-1,353507322","-0,399314804","-0,695018617","-0,083535144","-0,130115358","0,4901676002",1
0,0,506312,44224,1055480,0,0,711,253,0,1,99,0,"-0,825083817","-1,640690237","-0,207980309","0,2231644328","-0,055532941","-0,078857232","-0,285734336","-0,948276045",7
1,0,499944,44224,1055480,0,0,1131,324,0,2,98,0,"2,3169609995","-1,618179865","-2,174816005","-0,715439692","1,3016545784","0,6760237103","0,1965950189","0,3000071733",1
0,0,506336,44232,1055484,0,16,611,256,0,1,99,0,"-0,990342214","-1,703704601","0,1455031042","0,3201820335","0,2506780246","-0,366304236","-0,506898965","-0,777951484",7
0,0,505956,44232,1055484,0,0,963,292,0,1,99,0,"-0,061071906","-1,402747089","-0,413113332","0,0960844078","-0,164230972","-0,060235317","-0,390844","-0,937799638",7
0,0,506444,44232,1055488,0,72,1033,363,0,2,98,0,"2,251336108","-1,553692895","-0,170506323","-0,169481976","0,4838204579","-1,35326005","-1,243393854","1,4835848995",1
2,0,499252,44232,1055492,0,0,941,291,0,2,98,0,"1,8434805717","-1,848709891","-2,331318068","-0,964053256","3,2150373085","1,5007524738","0,9778394756","0,4030377929",5
0,0,506488,44232,1055492,0,0,772,262,0,1,99,0,"-0,651169845","-1,571873741","-0,238648838","0,1894512962","-0,091491252","-0,070234832","-0,292615912","-0,922495471",7
1,0,503916,44240,1055488,0,24,894,292,0,1,99,0,"0,0284717309","-1,523979611","-0,3672625","-0,130405826","2,132775382","0,333442419","-0,130896795","-0,628776419",6
0,0,506548,44248,1055496,0,32,928,348,0,1,98,0,"0,9093922425","-1,352798875","0,2278383784","0,1109136109","0,2334613045","-0,554077441","-0,651376937","-0,33112508",7
0,1,485552,44272,1055664,200,32,1373,490,1,2,96,0,"7,8569458968","-0,08687481","-4,935143248","14,552843983","1,7673345983","-5,887883171","6,2764897677","-0,765078511",14
0,0,504224,44280,1056988,1144,0,1052,475,1,1,98,0,"4,2978183873","-1,344672193","1,6705804234","21,069500521","-1,233986408","17,410305923","-8,765155975","4,8357277002",13
0,0,504080,44280,1056992,0,8,1104,370,0,2,98,0,"2,205354311","-1,281510164","-1,403908616","-0,381290566","-0,506924932","-0,241663404","-0,406018943","0,4803462896",1
0,0,506172,44280,1056992,0,0,777,282,0,1,98,0,"0,155605837","-1,340694285","-0,301604018","0,0957755268","-0,185585441","-0,014333617","-0,141897038","-0,719955988",7
0,0,507068,44280,1056996,0,0,1055,333,0,2,98,0,"1,829576747","-1,335464196","-1,323369876","-0,407622219","-0,718665996","-0,068288499","-0,05959146","0,6530189833",1
0,0,506964,44280,1056996,0,0,946,351,0,2,98,0,"1,6260691988","-1,399408482","-1,175998907","-0,355004247","-0,671744939","-0,069911032","-0,019522917","0,5668502585",1
0,0,506252,44288,1057004,0,36,1044,334,0,2,98,0,"1,9941659621","-1,343321806","-0,833688358","-0,285138308","-0,089842459","-0,719816419","-0,701563044","1,0651499661",1
0,0,506132,44288,1057108,104,0,772,305,0,1,99,0,"-0,370736638","-1,359273857","-0,134150994","2,0796501815","-0,161910551","1,4916032476","-1,133521966","-0,382054586",7
0,0,505668,44288,1057112,0,20,1427,531,1,3,96,0,"6,997189429","-0,822143709","-0,86016155","-0,852204658","-1,177100947","-0,030384879","0,3855008528","1,4345617755",1
0,0,505936,44288,1057108,0,0,788,301,0,1,99,0,"-0,486559518","-1,290638247","-0,243351442","0,1738285083","-0,07849633","-0,061860103","-0,344504239","-1,009285468",7
0,0,503904,44288,1057112,0,0,1113,343,0,2,98,0,"2,1004433978","-1,278074018","-1,610747432","-0,404919141","-0,627968675","-0,10891412","-0,30182398","0,4149659086",1
0,0,509692,44296,1057116,0,28,808,297,0,1,99,0,"-0,438752961","-1,251365717","0,43850341","0,2089140893","0,2351064753","-0,503457661","-0,546931363","-0,324664527",7
0,0,509764,44296,1057116,0,0,884,319,0,1,99,0,"-0,306621384","-1,165306355","-0,005991705","0,0826946018","-0,26902356","0,0051436597","-0,104017175","-0,699742425",7
0,0,509408,44296,1057120,0,0,630,230,0,1,99,0,"-1,227827802","-1,446646374","0,0322116269","0,2251850394","-0,118846239","-0,038070094","-0,065868466","-0,674288413",7
0,0,509624,44296,1057120,0,0,937,317,0,1,99,0,"-0,178670276","-1,128166198","-0,077290107","0,0581547091","-0,286569405","0,0050596815","-0,134551599","-0,684849206",7
0,0,509260,44296,1057124,0,0,936,324,0,2,98,0,"1,4338498565","-1,384686488","-1,050792165","-0,371564512","-0,744929341","-0,043143245","0,135355226","0,795773876",1
1,0,509292,44304,1057124,0,16,990,346,0,1,98,0,"0,9615008451","-1,118309735","-0,128935701","-0,359730341","1,6450254912","0,6310418951","0,5287928287","-0,105813613",6
0,0,509300,44304,1057128,0,0,551,231,0,0,100,0,"-2,997581539","-1,23155549","1,0707429568","0,6981750302","0,3902375125","0,0020489534","-0,335732791","-2,237097008",8
0,0,509480,44304,1057128,0,0,864,336,1,1,98,0,"1,5675697121","-0,864705072","1,2113013061","0,2196182016","-0,405879624","0,3885053031","0,5379810329","-1,459092412",8
1,0,508484,44304,1057132,0,0,661,253,0,1,99,0,"-0,957052356","-1,456892622","-0,248295132","-0,138607374","1,6901421152","0,8100554657","0,6362557791","-0,597223343",6
0,0,509296,44304,1057132,0,0,907,332,0,1,99,0,"-0,19300537","-1,124309484","-0,037841442","0,0740891006","-0,26523062","0,003545169","-0,140613108","-0,747381823",7
1,0,507128,44312,1057136,0,16,931,318,0,1,98,0,"0,7837088655","-1,190369343","-0,299247848","-0,303772182","1,7598294078","0,5885309085","0,3888252969","-0,246704158",6
0,0,509060,44312,1057144,0,0,902,306,0,1,99,0,"-0,289565676","-1,142559222","-0,110313515","0,0824925882","-0,246907607","-0,007218122","-0,164343426","-0,718621899",7
1,0,505908,44312,1057144,0,0,752,256,0,1,99,0,"-0,646051266","-1,388014194","-0,53845649","-0,157121491","1,7455676479","0,7776334748","0,4221363866","-0,763032853",6
3,0,508220,44312,1057144,0,0,839,288,0,1,99,0,"-0,213740453","-1,405479118","-0,8324159","-0,938706865","5,2007676368","2,5317386688","2,1041852434","-0,253564891",5
1,0,505564,44312,1057148,0,68,1113,364,0,2,98,0,"2,5176431336","-1,288116824","-0,643245522","-0,575601484","2,2201402225","-0,431900967","-0,519413411","1,5957061621",10
0,0,505976,44320,1057140,0,24,1126,359,0,1,98,0,"1,3860004968","-0,935399482","-0,154459127","-0,015579648","0,0429313371","-0,402177987","-0,651390188","-0,394233045",7
1,0,505064,44320,1057152,0,0,876,299,0,1,98,0,"0,5701564428","-1,245607325","-0,685624906","-0,300507378","1,6027646015","0,8345877958","0,5195474493","-0,607451401",6
0,0,509636,44320,1057156,0,0,1673,568,0,3,97,0,"5,6516332963","-0,807644313","-2,208719829","-1,209979507","-1,622473412","0,0250409409","0,2669894095","2,2260347462",1
0,0,509580,44320,1057156,0,0,645,270,0,1,99,0,"-1,064500908","-1,354778381","0,118745676","0,2093270952","-0,1429659","-0,021853248","-0,043848641","-0,718570437",7
0,0,507392,44320,1057164,0,156,1228,519,1,2,97,0,"5,4499267613","-0,691212733","2,4556310757","0,0727601593","1,5631081025","-2,387770609","-1,940710704","1,8077729304",10
2,0,508560,44328,1057164,0,100,834,295,0,1,99,0,"0,1539340275","-1,333794514","0,9411753631","-0,284590162","5,043091636","-0,090567436","-0,274136767","0,92103529",10
2,0,504380,44328,1057168,0,0,993,362,0,1,99,0,"0,4440790794","-1,14807916","-0,899795411","-0,630830447","3,4614187866","1,6513681373","1,0331702832","-0,791479359",5
0,0,508204,44332,1057164,0,8,859,294,0,1,99,0,"-0,378893195","-1,161941694","-0,04002621","0,1381089739","-0,060628295","-0,166416984","-0,342698943","-0,668874349",7
0,0,509000,44332,1057172,0,0,1194,364,0,2,98,0,"2,2061658968","-1,094640259","-1,254381005","-0,503819538","-0,860018123","-0,020872737","0,0364037727","0,8235892652",1
2,0,507964,44332,1057172,0,0,930,342,0,1,98,0,"0,8489418534","-1,189092434","-0,647564146","-0,719332989","3,2530252898","1,7464736631","1,48971496","-0,256667049",5
0,0,508128,44340,1057168,0,32,1273,401,0,2,98,0,"2,6997769881","-0,999417458","-0,842099322","-0,442572771","-0,34487988","-0,587434389","-0,56464922","1,1511512748",1
0,0,508508,44340,1057176,0,0,753,270,0,1,99,0,"-0,770642465","-1,248573157","-0,079558914","0,1664310356","-0,150471121","-0,031341705","-0,158785294","-0,750491536",7
0,0,508672,44340,1057180,0,0,935,465,0,1,99,0,"0,343537929","-0,914575011","0,182765339","0,0465474734","-0,291266571","0,0361130045","-0,145383394","-1,011471307",7
0,0,508568,44340,1057180,0,0,902,301,0,1,98,0,"0,4402972253","-1,106582284","-0,209417195","0,0030151172","-0,334738147","0,0362890171","-0,011913036","-0,494865164",7
0,0,508704,44340,1057184,0,0,1089,351,0,1,99,0,"0,3298837302","-0,91384491","-0,234875912","-0,013950438","-0,328504141","0,0111709572","-0,242045962","-0,739668188",7
0,0,508420,44348,1057180,0,116,676,303,0,1,99,0,"-0,313262932","-1,288529434","1,8084291825","0,5511141966","1,7906510674","-2,087530592","-2,02297302","0,6992945692",10
0,0,504080,44348,1057180,0,0,999,314,0,1,99,0,"0,1197803876","-1,034211476","-0,584205386","0,0848614832","-0,105611624","-0,071887025","-0,546624261","-1,069558879",7
0,0,507820,44348,1057192,0,0,650,245,0,1,99,0,"-1,091513304","-1,34137875","-0,081885122","0,2281009053","-0,072287455","-0,053248472","-0,177268457","-0,799938098",7
0,0,508204,44348,1057192,0,0,974,313,0,1,99,0,"-0,070935401","-1,028352489","-0,23918852","0,0535626426","-0,248484582","-0,012285803","-0,247342607","-0,756129318",7
0,0,507896,44348,1057196,0,0,710,281,0,1,99,0,"-0,822183276","-1,259411444","-0,057748588","0,1923716115","-0,111608695","-0,038838583","-0,18153321","-0,833470056",7
0,0,508104,44348,1057196,0,0,1012,319,0,1,98,0,"0,7853678436","-0,995488503","-0,321226077","-0,049512563","-0,370848157","0,0403988717","-0,079080281","-0,514674037",7
0,0,507696,44364,1057200,0,36,837,320,0,1,99,0,"-0,207467883","-1,1105255","0,4204005477","0,2341886117","0,4226482293","-0,663154468","-0,817607563","-0,380977541",7
0,0,507804,44364,1057200,0,0,1142,355,0,2,98,0,"2,0756697671","-1,099114435","-1,314873618","-0,465130136","-0,789848226","-0,041833292","-0,029734038","0,7349224771",1
0,0,508432,44364,1057204,0,0,883,322,1,1,98,0,"1,5832928844","-0,773861054","1,0743252784","0,2211703554","-0,371001674","0,3733805806","0,4550447112","-1,488314271",8
0,0,508244,44364,1057204,0,0,1205,369,0,2,98,0,"2,2656351021","-1,03492891","-1,315323838","-0,503074631","-0,837964505","-0,02822916","-0,017411719","0,7705827785",1
0,0,508084,44364,1057208,0,0,611,251,0,1,99,0,"-1,178942652","-1,337451915","-0,007591182","0,2432348292","-0,066631582","-0,048559787","-0,140999012","-0,801249218",7
0,0,507800,44372,1057212,0,24,978,330,0,1,98,0,"0,8530985114","-0,979848982","0,0744786499","0,040732715","0,0482228382","-0,387624849","-0,475280652","-0,244853082",7
0,0,507816,44372,1057212,0,0,656,218,0,1,99,0,"-1,175338791","-1,326313588","-0,15087489","0,2281997596","-0,067254178","-0,059403599","-0,188146597","-0,741452119",7
0,0,507544,44372,1057212,0,0,832,295,0,1,99,0,"-0,468516935","-1,118730387","-0,183108193","0,1327766157","-0,156175823","-0,032721167","-0,245631584","-0,82712669",7
0,0,507760,44372,1057216,0,0,732,263,0,1,99,0,"-0,831606303","-1,224094428","-0,133498156","0,1846495518","-0,111205216","-0,04358045","-0,204471996","-0,794742538",7
0,0,507796,44372,1057220,0,68,781,275,0,1,99,0,"-0,35834911","-1,190913713","0,8644996336","0,3637020297","0,9840028186","-1,245468675","-1,329436367","0,1131327373",10
